item_id,museum,image_url,proposal_status,match_score,match_rule,candidate_count,top_candidate_count,candidate_paths,proposed_image_local_path,proposed_filename,proposed_sha256,proposed_image_width,proposed_image_height,proposal_version
MET:308058,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18549.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308060,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18547.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308068,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18539.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308070,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18537.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308072,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18535.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308076,MET,https://images.metmuseum.org/CRDImages/ao/original/33.149.41.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308077,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18450.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308078,MET,https://images.metmuseum.org/CRDImages/ao/original/DP-27315-001.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308079,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18702_33.149.44.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308083,MET,https://images.metmuseum.org/CRDImages/ao/original/DP101353.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308084,MET,https://images.metmuseum.org/CRDImages/ao/original/97502.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308098,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18454.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308100,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18575_33.149.70.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308101,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18482.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308105,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18461.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308106,MET,https://images.metmuseum.org/CRDImages/ao/original/33.149.1-67-70-76.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308113,MET,https://images.metmuseum.org/CRDImages/ao/original/DP18528.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
MET:308120,MET,https://images.metmuseum.org/CRDImages/ao/original/DP-26536-001.jpg,unmatched,0,,0,0,,,,,0,0,image_local_path_proposals_v1
