baseline_version,run_index,generator_seed,culture_canonical,evaluation_scope,query_count,mrr,precision_at_1,recall_at_1,ndcg_at_1,precision_at_5,recall_at_5,ndcg_at_5,precision_at_10,recall_at_10,ndcg_at_10
random_multiseed_baseline_v1,23,20260737,Recuay,strict_culture_universe,3,0.03968253968253968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,23,20260737,Wari,strict_culture_universe,15,0.2983028083028083,0.06666666666666667,0.0047619047619047615,0.06666666666666667,0.14666666666666667,0.05238095238095238,0.13390989869758246,0.11333333333333334,0.08095238095238094,0.11519385129885107
random_multiseed_baseline_v1,23,20260737,Ychsma,strict_culture_universe,2,0.021617161716171618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,24,20260738,Chancay,strict_culture_universe,31,0.3694168734491315,0.0967741935483871,0.0032258064516129032,0.0967741935483871,0.21290322580645163,0.035483870967741936,0.19680240639167565,0.20967741935483872,0.06989247311827956,0.20071863338770599
random_multiseed_baseline_v1,24,20260738,Chimu,strict_culture_universe,6,0.19027777777777777,0.0,0.0,0.0,0.10000000000000002,0.10000000000000002,0.08087142585272043,0.06666666666666667,0.13333333333333333,0.09870361458059773
random_multiseed_baseline_v1,24,20260738,Inca,strict_culture_universe,17,0.31750445632798574,0.058823529411764705,0.003676470588235294,0.058823529411764705,0.14117647058823532,0.04411764705882353,0.13633305066237242,0.08823529411764706,0.05514705882352941,0.10159145436034976
random_multiseed_baseline_v1,24,20260738,Moche,strict_culture_universe,6,0.2683278453225262,0.16666666666666666,0.03333333333333333,0.16666666666666666,0.06666666666666667,0.06666666666666667,0.08479005131840404,0.05000000000000001,0.10000000000000002,0.10363228494471603
random_multiseed_baseline_v1,24,20260738,Nasca,strict_culture_universe,35,0.4515192743764172,0.2,0.0058823529411764705,0.2,0.22857142857142856,0.03361344537815126,0.22777962468914534,0.21714285714285714,0.06386554621848739,0.2210527402959626
random_multiseed_baseline_v1,24,20260738,Paracas,strict_culture_universe,42,0.475302343159486,0.2857142857142857,0.006968641114982579,0.2857142857142857,0.24761904761904763,0.030197444831591175,0.25044736126371697,0.2666666666666667,0.06504065040650407,0.2619185402562918
random_multiseed_baseline_v1,24,20260738,Recuay,strict_culture_universe,3,0.013130958875639727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,24,20260738,Wari,strict_culture_universe,15,0.33656291105566466,0.2,0.014285714285714285,0.2,0.09333333333333334,0.03333333333333333,0.12193463417741593,0.08666666666666667,0.0619047619047619,0.10622575874462306
random_multiseed_baseline_v1,24,20260738,Ychsma,strict_culture_universe,2,0.008571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,25,20260739,Chancay,strict_culture_universe,31,0.42205882352941176,0.25806451612903225,0.008602150537634409,0.25806451612903225,0.2064516129032258,0.034408602150537634,0.21590915106056763,0.18387096774193548,0.06129032258064516,0.19620809952701637
random_multiseed_baseline_v1,25,20260739,Chimu,strict_culture_universe,6,0.0733443784017672,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.036475098088475204
random_multiseed_baseline_v1,25,20260739,Inca,strict_culture_universe,17,0.259547152194211,0.11764705882352941,0.007352941176470588,0.11764705882352941,0.10588235294117647,0.03308823529411765,0.1022935429221923,0.0823529411764706,0.051470588235294115,0.0868012584551018
random_multiseed_baseline_v1,25,20260739,Moche,strict_culture_universe,6,0.2150262431440921,0.16666666666666666,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.05652670087893602,0.03333333333333333,0.06666666666666667,0.07536893450524802
random_multiseed_baseline_v1,25,20260739,Nasca,strict_culture_universe,35,0.3890940012368584,0.2,0.0058823529411764705,0.2,0.21142857142857144,0.031092436974789913,0.2020152865543529,0.19142857142857142,0.05630252100840336,0.19122094895074535
random_multiseed_baseline_v1,25,20260739,Paracas,strict_culture_universe,42,0.4244661753590325,0.19047619047619047,0.004645760743321719,0.19047619047619047,0.23333333333333334,0.028455284552845527,0.23336881027796907,0.2571428571428572,0.0627177700348432,0.25008747863052083
random_multiseed_baseline_v1,25,20260739,Recuay,strict_culture_universe,3,0.03728270290601645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,25,20260739,Wari,strict_culture_universe,15,0.17572464572464572,0.06666666666666667,0.0047619047619047615,0.06666666666666667,0.05333333333333334,0.019047619047619046,0.05536132649087946,0.08000000000000002,0.05714285714285714,0.07433868200189035
random_multiseed_baseline_v1,25,20260739,Ychsma,strict_culture_universe,2,0.013276143790849673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,26,20260740,Chancay,strict_culture_universe,31,0.4436877996555416,0.2903225806451613,0.00967741935483871,0.2903225806451613,0.17419354838709677,0.02903225806451613,0.18933544700636531,0.18387096774193548,0.06129032258064516,0.19056694024550588
random_multiseed_baseline_v1,26,20260740,Chimu,strict_culture_universe,6,0.0684145880574452,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.02186751291872363,0.016666666666666666,0.03333333333333333,0.02186751291872363
random_multiseed_baseline_v1,26,20260740,Inca,strict_culture_universe,17,0.3597087552969906,0.23529411764705882,0.014705882352941176,0.23529411764705882,0.10588235294117647,0.03308823529411765,0.12465545903328443,0.13529411764705881,0.08455882352941177,0.1400950586012948
random_multiseed_baseline_v1,26,20260740,Moche,strict_culture_universe,6,0.29590548340548345,0.16666666666666666,0.03333333333333333,0.16666666666666666,0.10000000000000002,0.10000000000000002,0.12045442877415861,0.10000000000000002,0.20000000000000004,0.17346873210024075
random_multiseed_baseline_v1,26,20260740,Nasca,strict_culture_universe,35,0.3407441222102876,0.11428571428571428,0.003361344537815126,0.11428571428571428,0.17714285714285716,0.026050420168067228,0.1646429137848963,0.23142857142857143,0.0680672268907563,0.2080072074515991
random_multiseed_baseline_v1,26,20260740,Paracas,strict_culture_universe,42,0.514021164021164,0.3333333333333333,0.008130081300813009,0.3333333333333333,0.2761904761904762,0.03368176538908246,0.2836620242689296,0.24285714285714288,0.059233449477351915,0.25709547360668566
random_multiseed_baseline_v1,26,20260740,Recuay,strict_culture_universe,3,0.09258196198494706,0.0,0.0,0.0,0.06666666666666667,0.16666666666666666,0.08802270752419696,0.03333333333333333,0.16666666666666666,0.08802270752419696
random_multiseed_baseline_v1,26,20260740,Wari,strict_culture_universe,15,0.45500093370681605,0.26666666666666666,0.019047619047619046,0.26666666666666666,0.18666666666666665,0.06666666666666667,0.19977241376781535,0.11333333333333333,0.08095238095238094,0.14301232707401146
random_multiseed_baseline_v1,26,20260740,Ychsma,strict_culture_universe,2,0.022306397306397305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,27,20260741,Chancay,strict_culture_universe,31,0.44519969278033794,0.22580645161290322,0.007526881720430108,0.22580645161290322,0.2,0.03333333333333333,0.20516305208313657,0.2032258064516129,0.06774193548387097,0.2058216673764028
random_multiseed_baseline_v1,27,20260741,Chimu,strict_culture_universe,6,0.06612270764569615,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.03333333333333333,0.017832188727877295
random_multiseed_baseline_v1,27,20260741,Inca,strict_culture_universe,17,0.2185497749079064,0.058823529411764705,0.003676470588235294,0.058823529411764705,0.09411764705882353,0.029411764705882353,0.09484799437860164,0.1,0.0625,0.0987233834514859
random_multiseed_baseline_v1,27,20260741,Moche,strict_culture_universe,6,0.18258779264214045,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.07132875491150918,0.03333333333333333,0.06666666666666667,0.07132875491150918
random_multiseed_baseline_v1,27,20260741,Nasca,strict_culture_universe,35,0.3817357245928674,0.14285714285714285,0.004201680672268907,0.14285714285714285,0.21142857142857144,0.031092436974789913,0.20288213137548416,0.22,0.06470588235294117,0.2123173999754481
random_multiseed_baseline_v1,27,20260741,Paracas,strict_culture_universe,42,0.4552910052910053,0.19047619047619047,0.004645760743321719,0.19047619047619047,0.28095238095238095,0.03426248548199767,0.2639047123102563,0.2785714285714286,0.06794425087108014,0.2684326315499875
random_multiseed_baseline_v1,27,20260741,Recuay,strict_culture_universe,3,0.026940035273368607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,27,20260741,Wari,strict_culture_universe,15,0.3194558754088973,0.2,0.014285714285714285,0.2,0.10666666666666667,0.03809523809523809,0.11924207191706374,0.09333333333333334,0.06666666666666667,0.1068206615197145
random_multiseed_baseline_v1,27,20260741,Ychsma,strict_culture_universe,2,0.12934782608695652,0.0,0.0,0.0,0.1,0.5,0.21533827903669653,0.05,0.5,0.21533827903669653
random_multiseed_baseline_v1,28,20260742,Chancay,strict_culture_universe,31,0.4022808732486152,0.22580645161290322,0.007526881720430108,0.22580645161290322,0.2064516129032258,0.034408602150537634,0.20653056025464958,0.2161290322580645,0.07204301075268818,0.21335763153228313
random_multiseed_baseline_v1,28,20260742,Chimu,strict_culture_universe,6,0.038706994759626336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,28,20260742,Inca,strict_culture_universe,17,0.34525964231846584,0.17647058823529413,0.011029411764705883,0.17647058823529413,0.17647058823529413,0.05514705882352941,0.16898897945177027,0.15294117647058825,0.09558823529411764,0.15428983312398203
random_multiseed_baseline_v1,28,20260742,Moche,strict_culture_universe,6,0.04322131891097408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,28,20260742,Nasca,strict_culture_universe,35,0.412687074829932,0.22857142857142856,0.006722689075630252,0.22857142857142856,0.18285714285714286,0.026890756302521007,0.18565413610778558,0.2,0.05882352941176471,0.1962659733676712
random_multiseed_baseline_v1,28,20260742,Paracas,strict_culture_universe,42,0.5149092970521542,0.3333333333333333,0.008130081300813009,0.3333333333333333,0.22380952380952382,0.027293844367015097,0.2432568395980568,0.25,0.06097560975609756,0.2557048735816407
random_multiseed_baseline_v1,28,20260742,Recuay,strict_culture_universe,3,0.12242063492063492,0.0,0.0,0.0,0.06666666666666667,0.16666666666666666,0.10219119879424306,0.03333333333333333,0.16666666666666666,0.10219119879424306
random_multiseed_baseline_v1,28,20260742,Wari,strict_culture_universe,15,0.1464052656021803,0.0,0.0,0.0,0.04000000000000001,0.014285714285714285,0.034318096325578494,0.08666666666666667,0.0619047619047619,0.06795569743034287
random_multiseed_baseline_v1,28,20260742,Ychsma,strict_culture_universe,2,0.012380088151413015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,29,20260743,Chancay,strict_culture_universe,31,0.3659079271982498,0.16129032258064516,0.005376344086021505,0.16129032258064516,0.17419354838709677,0.02903225806451613,0.17070816273522704,0.1774193548387097,0.05913978494623656,0.17445330427355962
random_multiseed_baseline_v1,29,20260743,Chimu,strict_culture_universe,6,0.12389716422967655,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03566437745575459,0.03333333333333333,0.06666666666666667,0.05268060997623986
random_multiseed_baseline_v1,29,20260743,Inca,strict_culture_universe,17,0.14635526190456988,0.0,0.0,0.0,0.0823529411764706,0.025735294117647058,0.05978021511954808,0.07647058823529412,0.04779411764705882,0.06318675228103472
random_multiseed_baseline_v1,29,20260743,Moche,strict_culture_universe,6,0.21287581156002208,0.16666666666666666,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.05652670087893602,0.05000000000000001,0.10000000000000002,0.09300179896741123
random_multiseed_baseline_v1,29,20260743,Nasca,strict_culture_universe,35,0.5053525046382189,0.3142857142857143,0.009243697478991597,0.3142857142857143,0.23428571428571432,0.03445378151260504,0.25039721703295076,0.20857142857142857,0.06134453781512605,0.22777906809050202
random_multiseed_baseline_v1,29,20260743,Paracas,strict_culture_universe,42,0.5128843709200852,0.3333333333333333,0.008130081300813009,0.3333333333333333,0.2761904761904762,0.03368176538908246,0.28083967024854467,0.27380952380952384,0.0667828106852497,0.2763377424938752
random_multiseed_baseline_v1,29,20260743,Recuay,strict_culture_universe,3,0.15202020202020203,0.0,0.0,0.0,0.06666666666666667,0.16666666666666666,0.10219119879424306,0.06666666666666667,0.3333333333333333,0.16127096105559233
random_multiseed_baseline_v1,29,20260743,Wari,strict_culture_universe,15,0.3171452621452621,0.13333333333333333,0.009523809523809523,0.13333333333333333,0.10666666666666667,0.03809523809523809,0.11484843817633011,0.1,0.07142857142857142,0.10724121592496158
random_multiseed_baseline_v1,29,20260743,Ychsma,strict_culture_universe,2,0.009699146834306241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,30,20260744,Chancay,strict_culture_universe,31,0.46717841439827856,0.2903225806451613,0.00967741935483871,0.2903225806451613,0.25806451612903225,0.04301075268817204,0.26133801718876165,0.22580645161290322,0.07526881720430108,0.23791455363186892
random_multiseed_baseline_v1,30,20260744,Chimu,strict_culture_universe,6,0.12411584516847675,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.04373502583744726,0.08333333333333333,0.16666666666666666,0.09722635644640774
random_multiseed_baseline_v1,30,20260744,Inca,strict_culture_universe,17,0.3091605290134702,0.058823529411764705,0.003676470588235294,0.058823529411764705,0.1647058823529412,0.051470588235294115,0.14864808080726813,0.12941176470588237,0.08088235294117647,0.13016934732850205
random_multiseed_baseline_v1,30,20260744,Moche,strict_culture_universe,6,0.23112473945807277,0.16666666666666666,0.03333333333333333,0.16666666666666666,0.06666666666666667,0.06666666666666667,0.07839421379765965,0.06666666666666667,0.13333333333333333,0.11175032729003775
random_multiseed_baseline_v1,30,20260744,Nasca,strict_culture_universe,35,0.30934040687800085,0.08571428571428572,0.0025210084033613443,0.08571428571428572,0.17142857142857143,0.025210084033613446,0.15318442855083392,0.19142857142857142,0.05630252100840336,0.17274238595902605
random_multiseed_baseline_v1,30,20260744,Paracas,strict_culture_universe,42,0.5770157421943136,0.42857142857142855,0.010452961672473868,0.42857142857142855,0.22857142857142856,0.027874564459930314,0.26560288080943006,0.2571428571428572,0.0627177700348432,0.2729220544709425
random_multiseed_baseline_v1,30,20260744,Recuay,strict_culture_universe,3,0.021891313649978605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,30,20260744,Wari,strict_culture_universe,15,0.19611172453277714,0.06666666666666667,0.0047619047619047615,0.06666666666666667,0.12000000000000001,0.04285714285714285,0.09811771116586071,0.08666666666666667,0.0619047619047619,0.08200975202904083
random_multiseed_baseline_v1,30,20260744,Ychsma,strict_culture_universe,2,0.016414141414141416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,31,20260745,Chancay,strict_culture_universe,31,0.33443339814307554,0.16129032258064516,0.005376344086021505,0.16129032258064516,0.16129032258064516,0.026881720430107527,0.15889894494327586,0.17419354838709677,0.05806451612903226,0.16755587268035954
random_multiseed_baseline_v1,31,20260745,Chimu,strict_culture_universe,6,0.1553989139515455,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03566437745575459,0.06666666666666667,0.13333333333333333,0.09247401692652625
random_multiseed_baseline_v1,31,20260745,Inca,strict_culture_universe,17,0.20351478586772703,0.0,0.0,0.0,0.0823529411764706,0.025735294117647058,0.07264003964930267,0.09411764705882353,0.058823529411764705,0.08196831342252675
random_multiseed_baseline_v1,31,20260745,Moche,strict_culture_universe,6,0.05647906181442767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,31,20260745,Nasca,strict_culture_universe,35,0.333032166246452,0.14285714285714285,0.004201680672268907,0.14285714285714285,0.18285714285714286,0.026890756302521007,0.17171568186187686,0.18285714285714286,0.05378151260504201,0.17497256724508795
random_multiseed_baseline_v1,31,20260745,Paracas,strict_culture_universe,42,0.5004724111866968,0.30952380952380953,0.007549361207897794,0.30952380952380953,0.23333333333333334,0.028455284552845527,0.24293629465452318,0.27380952380952384,0.0667828106852497,0.26779303708279484
random_multiseed_baseline_v1,31,20260745,Recuay,strict_culture_universe,3,0.014996693121693121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,31,20260745,Wari,strict_culture_universe,15,0.2131567778626602,0.06666666666666667,0.0047619047619047615,0.06666666666666667,0.06666666666666667,0.023809523809523805,0.06626459086844978,0.07333333333333333,0.05238095238095238,0.07092481445173322
random_multiseed_baseline_v1,31,20260745,Ychsma,strict_culture_universe,2,0.08424908424908424,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.5,0.16666666666666666
random_multiseed_baseline_v1,32,20260746,Chancay,strict_culture_universe,31,0.5114962993995252,0.25806451612903225,0.008602150537634409,0.25806451612903225,0.25806451612903225,0.04301075268817204,0.2746446478793738,0.2032258064516129,0.06774193548387097,0.23206505068766387
random_multiseed_baseline_v1,32,20260746,Chimu,strict_culture_universe,6,0.02609425618032871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,32,20260746,Inca,strict_culture_universe,17,0.2857892107892108,0.11764705882352941,0.007352941176470588,0.11764705882352941,0.1411764705882353,0.04411764705882353,0.13047082311335084,0.13529411764705884,0.08455882352941177,0.12957117272424215
random_multiseed_baseline_v1,32,20260746,Moche,strict_culture_universe,6,0.04724782103604485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,32,20260746,Nasca,strict_culture_universe,35,0.3622835756376129,0.14285714285714285,0.004201680672268907,0.14285714285714285,0.2,0.02941176470588235,0.19013739022151802,0.22,0.06470588235294117,0.2079442562106429
random_multiseed_baseline_v1,32,20260746,Paracas,strict_culture_universe,42,0.48727324263038546,0.30952380952380953,0.007549361207897794,0.30952380952380953,0.23809523809523808,0.029036004645760744,0.2523893721545172,0.2261904761904762,0.05516840882694541,0.2387854525493945
random_multiseed_baseline_v1,32,20260746,Recuay,strict_culture_universe,3,0.02549514893091089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,32,20260746,Wari,strict_culture_universe,15,0.25339780589780586,0.06666666666666667,0.0047619047619047615,0.06666666666666667,0.08000000000000002,0.02857142857142857,0.07994153282694419,0.11333333333333334,0.08095238095238094,0.10421164496298786
random_multiseed_baseline_v1,32,20260746,Ychsma,strict_culture_universe,2,0.04791666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,33,20260747,Chancay,strict_culture_universe,31,0.3999140196720842,0.22580645161290322,0.007526881720430108,0.22580645161290322,0.16129032258064516,0.026881720430107527,0.17251588195582993,0.17096774193548386,0.05698924731182795,0.17507796585864294
random_multiseed_baseline_v1,33,20260747,Chimu,strict_culture_universe,6,0.1024115856562665,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.02826335043946801,0.03333333333333333,0.06666666666666667,0.04710558406578002
random_multiseed_baseline_v1,33,20260747,Inca,strict_culture_universe,17,0.2867339359986419,0.11764705882352941,0.007352941176470588,0.11764705882352941,0.07058823529411766,0.022058823529411766,0.08276930118620218,0.11764705882352941,0.07352941176470588,0.11176755715788245
random_multiseed_baseline_v1,33,20260747,Moche,strict_culture_universe,6,0.14453347578347578,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03566437745575459,0.05000000000000001,0.10000000000000002,0.07051279870411716
random_multiseed_baseline_v1,33,20260747,Nasca,strict_culture_universe,35,0.37456183872150256,0.2,0.0058823529411764705,0.2,0.2,0.02941176470588235,0.19873125251149373,0.18857142857142856,0.05546218487394958,0.1909953557006576
random_multiseed_baseline_v1,33,20260747,Paracas,strict_culture_universe,42,0.47376555322983893,0.2857142857142857,0.006968641114982579,0.2857142857142857,0.29523809523809524,0.036004645760743324,0.28978962243409845,0.2571428571428572,0.0627177700348432,0.26489736809259057
random_multiseed_baseline_v1,33,20260747,Recuay,strict_culture_universe,3,0.03478568215410321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,33,20260747,Wari,strict_culture_universe,15,0.35312930146263477,0.2,0.014285714285714285,0.2,0.12000000000000001,0.04285714285714285,0.13432421815535764,0.10666666666666667,0.07619047619047618,0.11923012224754113
random_multiseed_baseline_v1,33,20260747,Ychsma,strict_culture_universe,2,0.011680988184747582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,34,20260748,Chancay,strict_culture_universe,31,0.41757552483358934,0.1935483870967742,0.0064516129032258064,0.1935483870967742,0.2,0.03333333333333333,0.20492332557748477,0.18387096774193548,0.061290322580645165,0.19262835959653216
random_multiseed_baseline_v1,34,20260748,Chimu,strict_culture_universe,6,0.1300247371675943,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03566437745575459,0.03333333333333333,0.06666666666666667,0.05268060997623986
random_multiseed_baseline_v1,34,20260748,Inca,strict_culture_universe,17,0.31248046455658907,0.11764705882352941,0.007352941176470588,0.11764705882352941,0.12941176470588237,0.04044117647058824,0.13023448616085456,0.13529411764705881,0.08455882352941177,0.13552178395250639
random_multiseed_baseline_v1,34,20260748,Moche,strict_culture_universe,6,0.08333872010342598,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.03796740584445966
random_multiseed_baseline_v1,34,20260748,Nasca,strict_culture_universe,35,0.4075810221524507,0.2,0.0058823529411764705,0.2,0.2057142857142857,0.030252100840336135,0.20788208693294558,0.22285714285714286,0.06554621848739495,0.21962635989220322
random_multiseed_baseline_v1,34,20260748,Paracas,strict_culture_universe,42,0.4705309901738473,0.2619047619047619,0.006387921022067364,0.2619047619047619,0.2619047619047619,0.03193960511033682,0.2600773797559778,0.2642857142857143,0.06445993031358885,0.2619974973874192
random_multiseed_baseline_v1,34,20260748,Recuay,strict_culture_universe,3,0.013575674491819503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,34,20260748,Wari,strict_culture_universe,15,0.29673721340388004,0.2,0.014285714285714285,0.2,0.10666666666666667,0.03809523809523809,0.11610717154451686,0.09333333333333334,0.06666666666666667,0.10337891951137032
random_multiseed_baseline_v1,34,20260748,Ychsma,strict_culture_universe,2,0.009984639016897081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,35,20260749,Chancay,strict_culture_universe,31,0.36143397962158574,0.1935483870967742,0.0064516129032258064,0.1935483870967742,0.16774193548387098,0.02795698924731183,0.17071408708662622,0.1903225806451613,0.06344086021505377,0.1848460851056542
random_multiseed_baseline_v1,35,20260749,Chimu,strict_culture_universe,6,0.22091503267973855,0.16666666666666666,0.03333333333333333,0.16666666666666666,0.06666666666666667,0.06666666666666667,0.08479005131840402,0.05000000000000001,0.10000000000000002,0.10363228494471603
random_multiseed_baseline_v1,35,20260749,Inca,strict_culture_universe,17,0.2715668318609495,0.11764705882352941,0.007352941176470588,0.11764705882352941,0.09411764705882353,0.029411764705882353,0.09995381293240295,0.09411764705882353,0.058823529411764705,0.09761073058339789
random_multiseed_baseline_v1,35,20260749,Moche,strict_culture_universe,6,0.0417904964875046,0.0,0.0,0.0,0.0,0.0,0.0,0.016666666666666666,0.03333333333333333,0.01633988097189284
random_multiseed_baseline_v1,35,20260749,Nasca,strict_culture_universe,35,0.4236768707482993,0.22857142857142856,0.006722689075630252,0.22857142857142856,0.2,0.02941176470588235,0.2060163563214788,0.22571428571428573,0.06638655462184874,0.22328585272328813
random_multiseed_baseline_v1,35,20260749,Paracas,strict_culture_universe,42,0.4864134542705972,0.2857142857142857,0.006968641114982579,0.2857142857142857,0.22857142857142856,0.027874564459930314,0.24195591859432386,0.2261904761904762,0.05516840882694541,0.23508234367708267
random_multiseed_baseline_v1,35,20260749,Recuay,strict_culture_universe,3,0.035373900293255135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,35,20260749,Wari,strict_culture_universe,15,0.25533303860890066,0.13333333333333333,0.009523809523809523,0.13333333333333333,0.06666666666666667,0.023809523809523805,0.0850582028435397,0.06666666666666667,0.04761904761904761,0.07838971531187164
random_multiseed_baseline_v1,35,20260749,Ychsma,strict_culture_universe,2,0.06448412698412698,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.5,0.1505149978319906
random_multiseed_baseline_v1,36,20260750,Chancay,strict_culture_universe,31,0.35723246287762417,0.1935483870967742,0.0064516129032258064,0.1935483870967742,0.10967741935483873,0.01827956989247312,0.12317282656182856,0.1774193548387097,0.059139784946236555,0.16584416980607164
random_multiseed_baseline_v1,36,20260750,Chimu,strict_culture_universe,6,0.2945743869656913,0.16666666666666666,0.03333333333333333,0.16666666666666666,0.10000000000000002,0.10000000000000002,0.11305340175787204,0.05000000000000001,0.10000000000000002,0.11305340175787204
random_multiseed_baseline_v1,36,20260750,Inca,strict_culture_universe,17,0.2607185161454611,0.058823529411764705,0.003676470588235294,0.058823529411764705,0.10588235294117647,0.03308823529411765,0.10081731984046119,0.10588235294117647,0.0661764705882353,0.10242180956288509
random_multiseed_baseline_v1,36,20260750,Moche,strict_culture_universe,6,0.05999783228044098,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.03417206969977014
random_multiseed_baseline_v1,36,20260750,Nasca,strict_culture_universe,35,0.41492095206380925,0.22857142857142856,0.006722689075630252,0.22857142857142856,0.17142857142857143,0.025210084033613446,0.1821405110545028,0.18857142857142858,0.05546218487394958,0.19091885535662095
random_multiseed_baseline_v1,36,20260750,Paracas,strict_culture_universe,42,0.5132189239332097,0.2857142857142857,0.006968641114982579,0.2857142857142857,0.27142857142857146,0.03310104529616725,0.2758406357920472,0.24047619047619045,0.0586527293844367,0.2533477866498512
random_multiseed_baseline_v1,36,20260750,Recuay,strict_culture_universe,3,0.03243464052287582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,36,20260750,Wari,strict_culture_universe,15,0.18808308650413913,0.0,0.0,0.0,0.12000000000000001,0.04285714285714285,0.09389856699115934,0.1,0.07142857142857142,0.0906366409545558
random_multiseed_baseline_v1,36,20260750,Ychsma,strict_culture_universe,2,0.012918885061071092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,37,20260751,Chancay,strict_culture_universe,31,0.4202562354365011,0.22580645161290322,0.007526881720430108,0.22580645161290322,0.1935483870967742,0.03225806451612903,0.19682188815650362,0.16451612903225804,0.054838709677419356,0.17526280634794295
random_multiseed_baseline_v1,37,20260751,Chimu,strict_culture_universe,6,0.22348484848484848,0.16666666666666666,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.05652670087893602,0.03333333333333333,0.06666666666666667,0.07286658185082885
random_multiseed_baseline_v1,37,20260751,Inca,strict_culture_universe,17,0.3021104140957082,0.11764705882352941,0.007352941176470588,0.11764705882352941,0.12941176470588237,0.04044117647058824,0.12762235897863575,0.10588235294117647,0.0661764705882353,0.1106907512640739
random_multiseed_baseline_v1,37,20260751,Moche,strict_culture_universe,6,0.1991146848602989,0.16666666666666666,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.05652670087893602,0.016666666666666666,0.03333333333333333,0.05652670087893602
random_multiseed_baseline_v1,37,20260751,Nasca,strict_culture_universe,35,0.4469614512471655,0.2571428571428571,0.007563025210084034,0.2571428571428571,0.23428571428571432,0.03445378151260504,0.2343006679173176,0.2542857142857143,0.07478991596638655,0.2481173642731133
