baseline_version,run_index,generator_seed,culture_canonical,evaluation_scope,query_count,mrr,precision_at_1,recall_at_1,ndcg_at_1,precision_at_5,recall_at_5,ndcg_at_5,precision_at_10,recall_at_10,ndcg_at_10
random_multiseed_baseline_v1,12,20260726,Inca,strict_culture_universe,17,0.27127431392137275,0.11764705882352941,0.007352941176470588,0.11764705882352941,0.11764705882352941,0.03676470588235294,0.11852136896060968,0.13529411764705884,0.08455882352941177,0.1301115267746398
random_multiseed_baseline_v1,12,20260726,Moche,strict_culture_universe,6,0.14198291066107158,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.03566437745575459,0.05000000000000001,0.10000000000000002,0.0723387998099439
random_multiseed_baseline_v1,12,20260726,Nasca,strict_culture_universe,35,0.36525046382189236,0.11428571428571428,0.003361344537815126,0.11428571428571428,0.2457142857142857,0.0361344537815126,0.21707817308626529,0.24857142857142855,0.073109243697479,0.22858659121982047
random_multiseed_baseline_v1,12,20260726,Paracas,strict_culture_universe,42,0.6871126228269085,0.5714285714285714,0.013937282229965159,0.5714285714285714,0.3,0.036585365853658534,0.34569984135156506,0.3,0.07317073170731707,0.32994295673857893
random_multiseed_baseline_v1,12,20260726,Recuay,strict_culture_universe,3,0.016924582741889096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,12,20260726,Wari,strict_culture_universe,15,0.21437637308225543,0.06666666666666667,0.0047619047619047615,0.06666666666666667,0.09333333333333334,0.03333333333333333,0.08416067700164558,0.06666666666666667,0.04761904761904761,0.06876294510586688
random_multiseed_baseline_v1,12,20260726,Ychsma,strict_culture_universe,2,0.025367833587011668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,13,20260727,Chancay,strict_culture_universe,31,0.32836998410003504,0.0967741935483871,0.0032258064516129032,0.0967741935483871,0.17419354838709677,0.02903225806451613,0.15901499166508695,0.17419354838709677,0.05806451612903226,0.16362909590379152
random_multiseed_baseline_v1,13,20260727,Chimu,strict_culture_universe,6,0.10403337122347982,0.0,0.0,0.0,0.06666666666666667,0.06666666666666667,0.05753189037447823,0.03333333333333333,0.06666666666666667,0.05753189037447823
random_multiseed_baseline_v1,13,20260727,Inca,strict_culture_universe,17,0.18729063958647696,0.058823529411764705,0.003676470588235294,0.058823529411764705,0.09411764705882353,0.029411764705882353,0.0807482837196122,0.07058823529411766,0.04411764705882353,0.06873566993414575
random_multiseed_baseline_v1,13,20260727,Moche,strict_culture_universe,6,0.2234058565955118,0.16666666666666666,0.03333333333333333,0.16666666666666666,0.03333333333333333,0.03333333333333333,0.05652670087893602,0.03333333333333333,0.06666666666666667,0.07435888960681332
random_multiseed_baseline_v1,13,20260727,Nasca,strict_culture_universe,35,0.4932993197278911,0.3142857142857143,0.009243697478991597,0.3142857142857143,0.26857142857142857,0.03949579831932773,0.27415826352357275,0.23428571428571432,0.06890756302521008,0.24681098886246317
random_multiseed_baseline_v1,13,20260727,Paracas,strict_culture_universe,42,0.5054029304029304,0.30952380952380953,0.007549361207897794,0.30952380952380953,0.23333333333333334,0.028455284552845527,0.24370201449399553,0.25952380952380955,0.06329849012775843,0.256535635908114
random_multiseed_baseline_v1,13,20260727,Recuay,strict_culture_universe,3,0.02363669508870493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,13,20260727,Wari,strict_culture_universe,15,0.3211864061864062,0.13333333333333333,0.009523809523809523,0.13333333333333333,0.10666666666666667,0.03809523809523809,0.12233670997563281,0.11333333333333334,0.08095238095238094,0.12160573465135673
random_multiseed_baseline_v1,13,20260727,Ychsma,strict_culture_universe,2,0.008281079607415484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
random_multiseed_baseline_v1,14,20260728,Chancay,strict_culture_universe,31,0.5122119815668202,0.3225806451612903,0.01075268817204301,0.3225806451612903,0.25806451612903225,0.04301075268817204,0.2746248729090879,0.21935483870967742,0.07311827956989247,0.24138641072165593
random_multiseed_baseline_v1,14,20260728,Chimu,strict_culture_universe,6,0.11429659353888028,0.0,0.0,0.0,0.03333333333333333,0.03333333333333333,0.02826335043946801,0.05000000000000001,0.10000000000000002,0.0641218165862653
random_multiseed_baseline_v1,14,20260728,Inca,strict_culture_universe,17,0.2876359991411895,0.11764705882352941,0.007352941176470588,0.11764705882352941,0.11764705882352941,0.03676470588235294,0.11365188735930463,0.12352941176470589,0.07720588235294118,0.11842429981814628
random_multiseed_baseline_v1,14,20260728,Moche,strict_culture_universe,6,0.06324152542372881,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.06666666666666667,0.036475098088475204
random_multiseed_baseline_v1,14,20260728,Nasca,strict_culture_universe,35,0.3722796898172838,0.17142857142857143,0.0050420168067226885,0.17142857142857143,0.17714285714285716,0.026050420168067228,0.1754243873707451,0.19142857142857142,0.05630252100840336,0.18580124831246878
