baseline_version,run_index,generator_seed,evaluation_scope,query_count,mrr,precision_at_1,recall_at_1,ndcg_at_1,precision_at_5,recall_at_5,ndcg_at_5,precision_at_10,recall_at_10,ndcg_at_10
random_multiseed_baseline_v1,83,20260797,strict_culture_universe,157,0.36672061678762186,0.1910828025477707,0.007200717011987334,0.1910828025477707,0.1770700636942675,0.02993737187278205,0.18032378518659106,0.17261146496815288,0.061464979031848874,0.178169290078695
random_multiseed_baseline_v1,84,20260798,strict_culture_universe,157,0.37878947135839075,0.18471337579617833,0.006727878350345886,0.18471337579617833,0.1961783439490446,0.03613507388352265,0.19598065279382237,0.17579617834394906,0.06378796275384475,0.18402740865222078
random_multiseed_baseline_v1,85,20260799,strict_culture_universe,157,0.3702514351676238,0.19745222929936307,0.00665203552292441,0.19745222929936307,0.14904458598726114,0.029268216530048408,0.15771705846407338,0.17770700636942682,0.06777172108551359,0.1771694851584869
random_multiseed_baseline_v1,86,20260800,strict_culture_universe,157,0.3543628534096452,0.15286624203821655,0.004825486975899572,0.15286624203821655,0.17707006369426753,0.02942206710243519,0.17622216573929192,0.1694267515923567,0.06286477228766292,0.17226346972400763
random_multiseed_baseline_v1,87,20260801,strict_culture_universe,157,0.35698458139331185,0.18471337579617833,0.005609252400665098,0.18471337579617833,0.17452229299363056,0.030178809134341948,0.1777196717174564,0.1929936305732484,0.06651458392895764,0.19031043383198545
random_multiseed_baseline_v1,88,20260802,strict_culture_universe,157,0.4064661703437876,0.2229299363057325,0.008666882940841397,0.2229299363057325,0.2050955414012739,0.03597333060923608,0.20985432637778262,0.1910828025477707,0.06499993037451114,0.19973667382222132
random_multiseed_baseline_v1,89,20260803,strict_culture_universe,157,0.3366725692552156,0.1337579617834395,0.005318043793562166,0.1337579617834395,0.1592356687898089,0.02700041100796385,0.15648536469822374,0.17707006369426753,0.06427831113803296,0.17149000164047118
random_multiseed_baseline_v1,90,20260804,strict_culture_universe,157,0.35859368734177105,0.1910828025477707,0.008491105778959089,0.1910828025477707,0.1694267515923567,0.029124352863718117,0.17361643077537156,0.1605095541401274,0.053772396017596105,0.16769478409111555
random_multiseed_baseline_v1,91,20260805,strict_culture_universe,157,0.38479588747034477,0.1910828025477707,0.005557811131287998,0.1910828025477707,0.1808917197452229,0.032606557459087415,0.18383424328605963,0.18598726114649683,0.06611286661627523,0.18846789638768047
random_multiseed_baseline_v1,92,20260806,strict_culture_universe,157,0.35734076911055346,0.17834394904458598,0.005482746151124734,0.17834394904458598,0.17070063694267515,0.02977549805070389,0.17139099794535478,0.18407643312101912,0.06384770468697033,0.18189617423731919
random_multiseed_baseline_v1,93,20260807,strict_culture_universe,157,0.3746548412617964,0.21019108280254778,0.007390283284356153,0.21019108280254778,0.1834394904458599,0.0321268052039831,0.18676847664935786,0.18980891719745221,0.06855554090519228,0.19164720644797673
random_multiseed_baseline_v1,94,20260808,strict_culture_universe,157,0.31770264192353415,0.12101910828025478,0.003824838153375379,0.12101910828025478,0.15286624203821655,0.027471873478302305,0.15006002115460837,0.16815286624203823,0.05999909051705194,0.16313638876061845
random_multiseed_baseline_v1,95,20260809,strict_culture_universe,157,0.3403228449105193,0.15286624203821655,0.004747598899743213,0.15286624203821655,0.1681528662420382,0.030342913147859737,0.1684525240398371,0.18662420382165607,0.06427292604162996,0.1831710472686486
random_multiseed_baseline_v1,96,20260810,strict_culture_universe,157,0.3513672306965734,0.17197452229299362,0.005463305409160713,0.17197452229299362,0.19745222929936304,0.03129359480315351,0.19151149611982776,0.18917197452229303,0.0646841026297112,0.1886051744612872
random_multiseed_baseline_v1,97,20260811,strict_culture_universe,157,0.3521392226294923,0.17834394904458598,0.00676226137495545,0.17834394904458598,0.1859872611464968,0.029800443557879884,0.18017396944682507,0.16878980891719744,0.05580776663624902,0.17278542142987657
random_multiseed_baseline_v1,98,20260812,strict_culture_universe,157,0.3861976317879363,0.21656050955414013,0.007848070873525735,0.21656050955414013,0.18343949044585986,0.03208056952779558,0.18773102048330878,0.18407643312101915,0.06405771256770534,0.18926493147446932
random_multiseed_baseline_v1,99,20260813,strict_culture_universe,157,0.42027564419251695,0.25477707006369427,0.008648540976123244,0.25477707006369427,0.1910828025477707,0.03449683508637259,0.2042375458889461,0.17388535031847135,0.06041038133445083,0.1896355051479999
random_multiseed_baseline_v1,100,20260814,strict_culture_universe,157,0.394014161324754,0.22929936305732485,0.007477875413020575,0.22929936305732485,0.1859872611464968,0.030948040238310645,0.19297454826037982,0.17324840764331212,0.05685528755544473,0.18185281892295427
