review_id,hub_priority,configuration_priority,configuration,candidate_item_id,candidate_museum,candidate_title,candidate_culture_canonical,candidate_object_type,candidate_material,candidate_image_local_path,candidate_text_visual,candidate_text_metadata,total_top1_count,total_false_top1_count,max_top1_count,query_index,query_item_id,query_museum,query_title,query_culture_canonical,query_object_type,query_image_local_path,matched_rank,matched_score,top1_score,score_margin,is_false_top1,cross_museum,same_culture_canonical,same_object_type,review_status,visual_similarity,photographic_similarity,semantic_plausibility,dominant_cause,duplicate_or_near_duplicate,generic_text_influence,museum_style_influence,hubness_severity,recommended_action,reviewer,review_date,review_notes
HR-0021,3,1,text_visual,MET:318460,MET,Objeto textil,Paracas,Mask,"Cotton, paint",data/images/met/MET_318460.jpg,"Title: Objeto textil; Object type: Mask; Material: Cotton, paint","Title: Objeto textil; Object type: Mask; Material: Cotton, paint; Culture: Paracas; Period: 3rd century BCE–1st century CE; Classification: Textil; Country: Peru",36,36,12,32,CMA:119680,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119680.jpg,113,0.262858271599,0.344043672085,0.08118540048599998,True,True,True,False,pendiente,,,,,,,,,,,,
HR-0022,3,1,text_visual,MET:318460,MET,Objeto textil,Paracas,Mask,"Cotton, paint",data/images/met/MET_318460.jpg,"Title: Objeto textil; Object type: Mask; Material: Cotton, paint","Title: Objeto textil; Object type: Mask; Material: Cotton, paint; Culture: Paracas; Period: 3rd century BCE–1st century CE; Classification: Textil; Country: Peru",36,36,12,34,CMA:119683,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119683.jpg,141,0.261996626854,0.329782038927,0.06778541207299998,True,True,True,False,pendiente,,,,,,,,,,,,
HR-0023,3,1,text_visual,MET:318460,MET,Objeto textil,Paracas,Mask,"Cotton, paint",data/images/met/MET_318460.jpg,"Title: Objeto textil; Object type: Mask; Material: Cotton, paint","Title: Objeto textil; Object type: Mask; Material: Cotton, paint; Culture: Paracas; Period: 3rd century BCE–1st century CE; Classification: Textil; Country: Peru",36,36,12,33,CMA:119682,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119682.jpg,94,0.268604338169,0.332828313112,0.06422397494300003,True,True,True,False,pendiente,,,,,,,,,,,,
HR-0024,3,2,text_metadata,MET:318460,MET,Objeto textil,Paracas,Mask,"Cotton, paint",data/images/met/MET_318460.jpg,"Title: Objeto textil; Object type: Mask; Material: Cotton, paint","Title: Objeto textil; Object type: Mask; Material: Cotton, paint; Culture: Paracas; Period: 3rd century BCE–1st century CE; Classification: Textil; Country: Peru",36,36,12,39,CMA:119688,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119688.jpg,174,0.244352132082,0.344043672085,0.09969154000299998,True,True,True,False,pendiente,,,,,,,,,,,,
HR-0025,3,2,text_metadata,MET:318460,MET,Objeto textil,Paracas,Mask,"Cotton, paint",data/images/met/MET_318460.jpg,"Title: Objeto textil; Object type: Mask; Material: Cotton, paint","Title: Objeto textil; Object type: Mask; Material: Cotton, paint; Culture: Paracas; Period: 3rd century BCE–1st century CE; Classification: Textil; Country: Peru",36,36,12,38,CMA:119687,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119687.jpg,137,0.257089555264,0.344043672085,0.08695411682099996,True,True,True,False,pendiente,,,,,,,,,,,,
HR-0026,3,2,text_metadata,MET:318460,MET,Objeto textil,Paracas,Mask,"Cotton, paint",data/images/met/MET_318460.jpg,"Title: Objeto textil; Object type: Mask; Material: Cotton, paint","Title: Objeto textil; Object type: Mask; Material: Cotton, paint; Culture: Paracas; Period: 3rd century BCE–1st century CE; Classification: Textil; Country: Peru",36,36,12,32,CMA:119680,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119680.jpg,113,0.262858271599,0.344043672085,0.08118540048599998,True,True,True,False,pendiente,,,,,,,,,,,,
HR-0027,3,2,text_metadata,MET:318460,MET,Objeto textil,Paracas,Mask,"Cotton, paint",data/images/met/MET_318460.jpg,"Title: Objeto textil; Object type: Mask; Material: Cotton, paint","Title: Objeto textil; Object type: Mask; Material: Cotton, paint; Culture: Paracas; Period: 3rd century BCE–1st century CE; Classification: Textil; Country: Peru",36,36,12,34,CMA:119683,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119683.jpg,141,0.261996626854,0.329782038927,0.06778541207299998,True,True,True,False,pendiente,,,,,,,,,,,,
HR-0028,3,2,text_metadata,MET:318460,MET,Objeto textil,Paracas,Mask,"Cotton, paint",data/images/met/MET_318460.jpg,"Title: Objeto textil; Object type: Mask; Material: Cotton, paint","Title: Objeto textil; Object type: Mask; Material: Cotton, paint; Culture: Paracas; Period: 3rd century BCE–1st century CE; Classification: Textil; Country: Peru",36,36,12,33,CMA:119682,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119682.jpg,94,0.268604338169,0.332828313112,0.06422397494300003,True,True,True,False,pendiente,,,,,,,,,,,,
HR-0029,3,3,text_fused_alpha_0.50,MET:318460,MET,Objeto textil,Paracas,Mask,"Cotton, paint",data/images/met/MET_318460.jpg,"Title: Objeto textil; Object type: Mask; Material: Cotton, paint","Title: Objeto textil; Object type: Mask; Material: Cotton, paint; Culture: Paracas; Period: 3rd century BCE–1st century CE; Classification: Textil; Country: Peru",36,36,12,39,CMA:119688,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119688.jpg,174,0.244352132082,0.344043672085,0.09969154000299998,True,True,True,False,pendiente,,,,,,,,,,,,
HR-0030,3,3,text_fused_alpha_0.50,MET:318460,MET,Objeto textil,Paracas,Mask,"Cotton, paint",data/images/met/MET_318460.jpg,"Title: Objeto textil; Object type: Mask; Material: Cotton, paint","Title: Objeto textil; Object type: Mask; Material: Cotton, paint; Culture: Paracas; Period: 3rd century BCE–1st century CE; Classification: Textil; Country: Peru",36,36,12,38,CMA:119687,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119687.jpg,137,0.257089555264,0.344043672085,0.08695411682099996,True,True,True,False,pendiente,,,,,,,,,,,,
HR-0031,3,3,text_fused_alpha_0.50,MET:318460,MET,Objeto textil,Paracas,Mask,"Cotton, paint",data/images/met/MET_318460.jpg,"Title: Objeto textil; Object type: Mask; Material: Cotton, paint","Title: Objeto textil; Object type: Mask; Material: Cotton, paint; Culture: Paracas; Period: 3rd century BCE–1st century CE; Classification: Textil; Country: Peru",36,36,12,32,CMA:119680,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119680.jpg,113,0.262858271599,0.344043672085,0.08118540048599998,True,True,True,False,pendiente,,,,,,,,,,,,
HR-0032,3,3,text_fused_alpha_0.50,MET:318460,MET,Objeto textil,Paracas,Mask,"Cotton, paint",data/images/met/MET_318460.jpg,"Title: Objeto textil; Object type: Mask; Material: Cotton, paint","Title: Objeto textil; Object type: Mask; Material: Cotton, paint; Culture: Paracas; Period: 3rd century BCE–1st century CE; Classification: Textil; Country: Peru",36,36,12,34,CMA:119683,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119683.jpg,141,0.261996626854,0.329782038927,0.06778541207299998,True,True,True,False,pendiente,,,,,,,,,,,,
HR-0033,3,3,text_fused_alpha_0.50,MET:318460,MET,Objeto textil,Paracas,Mask,"Cotton, paint",data/images/met/MET_318460.jpg,"Title: Objeto textil; Object type: Mask; Material: Cotton, paint","Title: Objeto textil; Object type: Mask; Material: Cotton, paint; Culture: Paracas; Period: 3rd century BCE–1st century CE; Classification: Textil; Country: Peru",36,36,12,33,CMA:119682,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119682.jpg,94,0.268604338169,0.332828313112,0.06422397494300003,True,True,True,False,pendiente,,,,,,,,,,,,
HR-0034,4,1,text_visual,CMA:119689,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,,data/images/cma/CMA_119689.jpg,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.","Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.; Culture: Paracas; Period: 400–200 BCE; Classification: Textile",34,34,18,134,MET:308029,MET,Bolsa textil,Nasca,Bag,data/images/met/MET_308029.jpg,144,0.221250623465,0.305744022131,0.084493398666,True,True,False,False,pendiente,,,,,,,,,,,,
HR-0035,4,1,text_visual,CMA:119689,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,,data/images/cma/CMA_119689.jpg,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.","Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.; Culture: Paracas; Period: 400–200 BCE; Classification: Textile",34,34,18,128,MET:308023,MET,Bolsa textil,Nasca,Bag,data/images/met/MET_308023.jpg,97,0.236548185349,0.305744022131,0.069195836782,True,True,False,False,pendiente,,,,,,,,,,,,
HR-0036,4,1,text_visual,CMA:119689,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,,data/images/cma/CMA_119689.jpg,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.","Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.; Culture: Paracas; Period: 400–200 BCE; Classification: Textile",34,34,18,199,MET:316921,MET,Bolsa textil,Nasca,Bag,data/images/met/MET_316921.jpg,74,0.23954886198,0.305744022131,0.066195160151,True,True,False,False,pendiente,,,,,,,,,,,,
HR-0037,4,1,text_visual,CMA:119689,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,,data/images/cma/CMA_119689.jpg,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.","Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.; Culture: Paracas; Period: 400–200 BCE; Classification: Textile",34,34,18,130,MET:308025,MET,Bolsa textil,Nasca,Bag,data/images/met/MET_308025.jpg,61,0.245546028018,0.305744022131,0.060197994113,True,True,False,False,pendiente,,,,,,,,,,,,
HR-0038,4,1,text_visual,CMA:119689,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,,data/images/cma/CMA_119689.jpg,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.","Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.; Culture: Paracas; Period: 400–200 BCE; Classification: Textile",34,34,18,133,MET:308028,MET,Bolsa textil,Nasca,Bag,data/images/met/MET_308028.jpg,58,0.247040420771,0.305744022131,0.058703601359999996,True,True,False,False,pendiente,,,,,,,,,,,,
HR-0039,4,2,text_metadata,CMA:119689,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,,data/images/cma/CMA_119689.jpg,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.","Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.; Culture: Paracas; Period: 400–200 BCE; Classification: Textile",34,34,18,105,MET:307941,MET,Bolsa textil,Inca,bolso_textil,data/images/met/MET_307941.jpg,124,0.276888012886,0.345031857491,0.068143844605,True,True,False,False,pendiente,,,,,,,,,,,,
HR-0040,4,2,text_metadata,CMA:119689,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,,data/images/cma/CMA_119689.jpg,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.","Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.; Culture: Paracas; Period: 400–200 BCE; Classification: Textile",34,34,18,96,MET:307842,MET,Bolsa textil,,bolso_textil,data/images/met/MET_307842.jpg,8,0.336355596781,0.353601396084,0.017245799302999965,True,True,False,False,pendiente,,,,,,,,,,,,
HR-0041,4,2,text_metadata,CMA:119689,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,,data/images/cma/CMA_119689.jpg,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.","Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.; Culture: Paracas; Period: 400–200 BCE; Classification: Textile",34,34,18,187,MET:315690,MET,Bolsa textil,Inca,bolso_textil,data/images/met/MET_315690.jpg,7,0.333388864994,0.345031857491,0.011642992497000015,True,True,False,False,pendiente,,,,,,,,,,,,
HR-0042,4,3,text_fused_alpha_0.50,CMA:119689,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,,data/images/cma/CMA_119689.jpg,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.","Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.; Culture: Paracas; Period: 400–200 BCE; Classification: Textile",34,34,18,88,MET:307449,MET,Bolsa textil,Inca,bolso_textil,data/images/met/MET_307449.jpg,193,0.230244100094,0.322619199753,0.09237509965900001,True,True,False,False,pendiente,,,,,,,,,,,,
HR-0043,4,3,text_fused_alpha_0.50,CMA:119689,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,,data/images/cma/CMA_119689.jpg,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.","Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.; Culture: Paracas; Period: 400–200 BCE; Classification: Textile",34,34,18,134,MET:308029,MET,Bolsa textil,Nasca,Bag,data/images/met/MET_308029.jpg,116,0.296501845121,0.366877615452,0.07037577033100001,True,True,False,False,pendiente,,,,,,,,,,,,
HR-0044,4,3,text_fused_alpha_0.50,CMA:119689,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,,data/images/cma/CMA_119689.jpg,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.","Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.; Culture: Paracas; Period: 400–200 BCE; Classification: Textile",34,34,18,199,MET:316921,MET,Bolsa textil,Nasca,Bag,data/images/met/MET_316921.jpg,112,0.295387804508,0.365476161242,0.07008835673399999,True,True,False,False,pendiente,,,,,,,,,,,,
HR-0045,4,3,text_fused_alpha_0.50,CMA:119689,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,,data/images/cma/CMA_119689.jpg,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.","Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.; Culture: Paracas; Period: 400–200 BCE; Classification: Textile",34,34,18,127,MET:308022,MET,Bolsa textil,Nasca,bolso_textil,data/images/met/MET_308022.jpg,100,0.268361210823,0.333447992802,0.06508678197899997,True,True,False,False,pendiente,,,,,,,,,,,,
HR-0046,4,3,text_fused_alpha_0.50,CMA:119689,CMA,"Mummy Bundle ""Mask""",Paracas,Textile,,data/images/cma/CMA_119689.jpg,"Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.","Title: Mummy Bundle ""Mask""; Object type: Textile; Technique: Cotton and pigment, plain weave; Description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.; Culture: Paracas; Period: 400–200 BCE; Classification: Textile",34,34,18,128,MET:308023,MET,Bolsa textil,Nasca,Bag,data/images/met/MET_308023.jpg,84,0.30452311039,0.366877615452,0.062354505061999965,True,True,False,False,pendiente,,,,,,,,,,,,
HR-0047,5,1,text_visual,MET:308070,MET,Manto textil,Paracas,Mantle fragment,Camelid hair,data/images/met/MET_308070.jpg,Title: Manto textil; Object type: Mantle fragment; Material: Camelid hair,Title: Manto textil; Object type: Mantle fragment; Material: Camelid hair; Culture: Paracas; Period: 3rd–2nd century BCE; Classification: Textil; Country: Peru,33,33,17,61,CMA:155934,CMA,Tapestry Fragment,Lambayeque_Sican,Tapestry,data/images/cma/CMA_155934.jpg,69,0.304416298866,0.371030211449,0.06661391258299998,True,True,False,False,pendiente,,,,,,,,,,,,
HR-0048,5,1,text_visual,MET:308070,MET,Manto textil,Paracas,Mantle fragment,Camelid hair,data/images/met/MET_308070.jpg,Title: Manto textil; Object type: Mantle fragment; Material: Camelid hair,Title: Manto textil; Object type: Mantle fragment; Material: Camelid hair; Culture: Paracas; Period: 3rd–2nd century BCE; Classification: Textil; Country: Peru,33,33,17,76,CMA:164428,CMA,Tunic Fragments with Bird-Headed Creature,Wari,Textile,data/images/cma/CMA_164428.jpg,71,0.318898975849,0.376858144999,0.05795916914999999,True,True,False,False,pendiente,,,,,,,,,,,,
HR-0049,5,1,text_visual,MET:308070,MET,Manto textil,Paracas,Mantle fragment,Camelid hair,data/images/met/MET_308070.jpg,Title: Manto textil; Object type: Mantle fragment; Material: Camelid hair,Title: Manto textil; Object type: Mantle fragment; Material: Camelid hair; Culture: Paracas; Period: 3rd–2nd century BCE; Classification: Textil; Country: Peru,33,33,17,27,CMA:119675,CMA,Tunic,Paracas,Textile,data/images/cma/CMA_119675.jpg,35,0.31865298748,0.375593751669,0.056940764189000015,True,True,True,False,pendiente,,,,,,,,,,,,
