replicate,metric,configuration_a,value_a,configuration_b,value_b,difference_b_minus_a
1554,mean_rank,text_metadata,64.0372093023,text_fused_alpha_0.50,61.711627907,-2.32558139535
1554,median_rank,text_metadata,55,text_fused_alpha_0.50,45,-10
1554,recall_at_1,text_metadata,0.0186046511628,text_fused_alpha_0.50,0.0232558139535,0.0046511627907
1554,recall_at_5,text_metadata,0.0837209302326,text_fused_alpha_0.50,0.120930232558,0.0372093023256
1554,recall_at_10,text_metadata,0.139534883721,text_fused_alpha_0.50,0.195348837209,0.0558139534884
1555,mrr,text_metadata,0.0543934895923,text_fused_alpha_0.50,0.0544004737198,6.98412751574e-06
1555,mean_rank,text_metadata,68.8325581395,text_fused_alpha_0.50,69.3162790698,0.483720930233
1555,median_rank,text_metadata,59,text_fused_alpha_0.50,52,-7
1555,recall_at_1,text_metadata,0.0093023255814,text_fused_alpha_0.50,0.0093023255814,0
1555,recall_at_5,text_metadata,0.0418604651163,text_fused_alpha_0.50,0.0697674418605,0.0279069767442
1555,recall_at_10,text_metadata,0.102325581395,text_fused_alpha_0.50,0.125581395349,0.0232558139535
1556,mrr,text_metadata,0.059761827433,text_fused_alpha_0.50,0.0660595086078,0.00629768117474
1556,mean_rank,text_metadata,72.9348837209,text_fused_alpha_0.50,69.7581395349,-3.17674418605
1556,median_rank,text_metadata,61,text_fused_alpha_0.50,57,-4
1556,recall_at_1,text_metadata,0.0139534883721,text_fused_alpha_0.50,0.0186046511628,0.0046511627907
1556,recall_at_5,text_metadata,0.0697674418605,text_fused_alpha_0.50,0.0837209302326,0.0139534883721
1556,recall_at_10,text_metadata,0.106976744186,text_fused_alpha_0.50,0.13023255814,0.0232558139535
1557,mrr,text_metadata,0.0810925749012,text_fused_alpha_0.50,0.0841062132954,0.00301363839422
1557,mean_rank,text_metadata,68.3906976744,text_fused_alpha_0.50,66.1860465116,-2.20465116279
1557,median_rank,text_metadata,60,text_fused_alpha_0.50,54,-6
1557,recall_at_1,text_metadata,0.0325581395349,text_fused_alpha_0.50,0.0325581395349,0
1557,recall_at_5,text_metadata,0.0883720930233,text_fused_alpha_0.50,0.120930232558,0.0325581395349
1557,recall_at_10,text_metadata,0.148837209302,text_fused_alpha_0.50,0.186046511628,0.0372093023256
1558,mrr,text_metadata,0.0617909456332,text_fused_alpha_0.50,0.0616252492103,-0.000165696422852
1558,mean_rank,text_metadata,70.9627906977,text_fused_alpha_0.50,71.2325581395,0.26976744186
1558,median_rank,text_metadata,59,text_fused_alpha_0.50,58,-1
1558,recall_at_1,text_metadata,0.0046511627907,text_fused_alpha_0.50,0.0139534883721,0.0093023255814
1558,recall_at_5,text_metadata,0.0744186046512,text_fused_alpha_0.50,0.0744186046512,0
1558,recall_at_10,text_metadata,0.120930232558,text_fused_alpha_0.50,0.13488372093,0.0139534883721
1559,mrr,text_metadata,0.0637727316234,text_fused_alpha_0.50,0.0625512474963,-0.00122148412711
1559,mean_rank,text_metadata,68.1720930233,text_fused_alpha_0.50,66.3255813953,-1.84651162791
1559,median_rank,text_metadata,55,text_fused_alpha_0.50,47,-8
1559,recall_at_1,text_metadata,0.0186046511628,text_fused_alpha_0.50,0.0186046511628,0
1559,recall_at_5,text_metadata,0.0790697674419,text_fused_alpha_0.50,0.0651162790698,-0.0139534883721
1559,recall_at_10,text_metadata,0.111627906977,text_fused_alpha_0.50,0.111627906977,0
1560,mrr,text_metadata,0.0641400240793,text_fused_alpha_0.50,0.0678828506006,0.00374282652123
1560,mean_rank,text_metadata,70.1906976744,text_fused_alpha_0.50,69.6558139535,-0.53488372093
1560,median_rank,text_metadata,58,text_fused_alpha_0.50,62,4
1560,recall_at_1,text_metadata,0.0139534883721,text_fused_alpha_0.50,0.0093023255814,-0.0046511627907
1560,recall_at_5,text_metadata,0.0697674418605,text_fused_alpha_0.50,0.0976744186047,0.0279069767442
1560,recall_at_10,text_metadata,0.13023255814,text_fused_alpha_0.50,0.167441860465,0.0372093023256
1561,mrr,text_metadata,0.0735702070304,text_fused_alpha_0.50,0.0701438299543,-0.00342637707609
1561,mean_rank,text_metadata,78.3069767442,text_fused_alpha_0.50,75.1069767442,-3.2
1561,median_rank,text_metadata,65,text_fused_alpha_0.50,62,-3
1561,recall_at_1,text_metadata,0.0232558139535,text_fused_alpha_0.50,0.0186046511628,-0.0046511627907
1561,recall_at_5,text_metadata,0.0837209302326,text_fused_alpha_0.50,0.0883720930233,0.0046511627907
1561,recall_at_10,text_metadata,0.162790697674,text_fused_alpha_0.50,0.162790697674,0
1562,mrr,text_metadata,0.0530965292691,text_fused_alpha_0.50,0.0521336151605,-0.000962914108632
1562,mean_rank,text_metadata,72.0372093023,text_fused_alpha_0.50,71.2790697674,-0.758139534884
1562,median_rank,text_metadata,60,text_fused_alpha_0.50,61,1
1562,recall_at_1,text_metadata,0.0139534883721,text_fused_alpha_0.50,0.0139534883721,0
1562,recall_at_5,text_metadata,0.0418604651163,text_fused_alpha_0.50,0.0511627906977,0.0093023255814
1562,recall_at_10,text_metadata,0.0976744186047,text_fused_alpha_0.50,0.120930232558,0.0232558139535
1563,mrr,text_metadata,0.0824763768085,text_fused_alpha_0.50,0.0782769157414,-0.0041994610671
1563,mean_rank,text_metadata,65.8,text_fused_alpha_0.50,64.888372093,-0.911627906977
1563,median_rank,text_metadata,55,text_fused_alpha_0.50,47,-8
1563,recall_at_1,text_metadata,0.0279069767442,text_fused_alpha_0.50,0.0279069767442,0
1563,recall_at_5,text_metadata,0.111627906977,text_fused_alpha_0.50,0.093023255814,-0.0186046511628
1563,recall_at_10,text_metadata,0.167441860465,text_fused_alpha_0.50,0.148837209302,-0.0186046511628
1564,mrr,text_metadata,0.0582220065537,text_fused_alpha_0.50,0.0484256667935,-0.0097963397602
1564,mean_rank,text_metadata,66.4418604651,text_fused_alpha_0.50,68.6046511628,2.16279069767
1564,median_rank,text_metadata,50,text_fused_alpha_0.50,55,5
1564,recall_at_1,text_metadata,0.0139534883721,text_fused_alpha_0.50,0.0046511627907,-0.0093023255814
1564,recall_at_5,text_metadata,0.0697674418605,text_fused_alpha_0.50,0.0418604651163,-0.0279069767442
1564,recall_at_10,text_metadata,0.106976744186,text_fused_alpha_0.50,0.111627906977,0.0046511627907
1565,mrr,text_metadata,0.0495267536336,text_fused_alpha_0.50,0.0419082508407,-0.00761850279297
1565,mean_rank,text_metadata,76.0976744186,text_fused_alpha_0.50,73.5209302326,-2.57674418605
1565,median_rank,text_metadata,64,text_fused_alpha_0.50,58,-6
1565,recall_at_1,text_metadata,0.0093023255814,text_fused_alpha_0.50,0,-0.0093023255814
1565,recall_at_5,text_metadata,0.0511627906977,text_fused_alpha_0.50,0.046511627907,-0.0046511627907
1565,recall_at_10,text_metadata,0.0744186046512,text_fused_alpha_0.50,0.0883720930233,0.0139534883721
1566,mrr,text_metadata,0.0447678995159,text_fused_alpha_0.50,0.0434787153341,-0.00128918418178
1566,mean_rank,text_metadata,73.6,text_fused_alpha_0.50,73.6325581395,0.0325581395349
1566,median_rank,text_metadata,60,text_fused_alpha_0.50,55,-5
1566,recall_at_1,text_metadata,0.0046511627907,text_fused_alpha_0.50,0.0139534883721,0.0093023255814
1566,recall_at_5,text_metadata,0.046511627907,text_fused_alpha_0.50,0.0279069767442,-0.0186046511628
1566,recall_at_10,text_metadata,0.0837209302326,text_fused_alpha_0.50,0.0697674418605,-0.0139534883721
1567,mrr,text_metadata,0.0686799110502,text_fused_alpha_0.50,0.0565899720984,-0.0120899389518
1567,mean_rank,text_metadata,69.4697674419,text_fused_alpha_0.50,66.6139534884,-2.85581395349
1567,median_rank,text_metadata,55,text_fused_alpha_0.50,49,-6
1567,recall_at_1,text_metadata,0.0186046511628,text_fused_alpha_0.50,0.0046511627907,-0.0139534883721
1567,recall_at_5,text_metadata,0.0651162790698,text_fused_alpha_0.50,0.0697674418605,0.0046511627907
1567,recall_at_10,text_metadata,0.162790697674,text_fused_alpha_0.50,0.153488372093,-0.0093023255814
1568,mrr,text_metadata,0.0590363984264,text_fused_alpha_0.50,0.0604594956866,0.00142309726024
1568,mean_rank,text_metadata,72.823255814,text_fused_alpha_0.50,69.4558139535,-3.36744186047
1568,median_rank,text_metadata,61,text_fused_alpha_0.50,52,-9
1568,recall_at_1,text_metadata,0.0046511627907,text_fused_alpha_0.50,0,-0.0046511627907
1568,recall_at_5,text_metadata,0.0744186046512,text_fused_alpha_0.50,0.093023255814,0.0186046511628
1568,recall_at_10,text_metadata,0.144186046512,text_fused_alpha_0.50,0.153488372093,0.0093023255814
1569,mrr,text_metadata,0.071431115454,text_fused_alpha_0.50,0.0565611041907,-0.0148700112633
1569,mean_rank,text_metadata,71.8046511628,text_fused_alpha_0.50,73.8279069767,2.02325581395
1569,median_rank,text_metadata,59,text_fused_alpha_0.50,63,4
1569,recall_at_1,text_metadata,0.0232558139535,text_fused_alpha_0.50,0.0139534883721,-0.0093023255814
1569,recall_at_5,text_metadata,0.0790697674419,text_fused_alpha_0.50,0.0651162790698,-0.0139534883721
1569,recall_at_10,text_metadata,0.120930232558,text_fused_alpha_0.50,0.120930232558,0
1570,mrr,text_metadata,0.0760771289142,text_fused_alpha_0.50,0.0595254483731,-0.0165516805411
1570,mean_rank,text_metadata,66.2465116279,text_fused_alpha_0.50,68.3813953488,2.13488372093
1570,median_rank,text_metadata,49,text_fused_alpha_0.50,55,6
1570,recall_at_1,text_metadata,0.0186046511628,text_fused_alpha_0.50,0.0046511627907,-0.0139534883721
1570,recall_at_5,text_metadata,0.093023255814,text_fused_alpha_0.50,0.0790697674419,-0.0139534883721
1570,recall_at_10,text_metadata,0.120930232558,text_fused_alpha_0.50,0.116279069767,-0.0046511627907
1571,mrr,text_metadata,0.0693378807766,text_fused_alpha_0.50,0.0640578795148,-0.00528000126187
1571,mean_rank,text_metadata,73.1255813953,text_fused_alpha_0.50,70.2651162791,-2.86046511628
1571,median_rank,text_metadata,62,text_fused_alpha_0.50,57,-5
1571,recall_at_1,text_metadata,0.0186046511628,text_fused_alpha_0.50,0.0093023255814,-0.0093023255814
1571,recall_at_5,text_metadata,0.093023255814,text_fused_alpha_0.50,0.0790697674419,-0.0139534883721
1571,recall_at_10,text_metadata,0.13488372093,text_fused_alpha_0.50,0.139534883721,0.0046511627907
1572,mrr,text_metadata,0.0650037225577,text_fused_alpha_0.50,0.0526923550937,-0.012311367464
1572,mean_rank,text_metadata,73.8279069767,text_fused_alpha_0.50,73.8372093023,0.00930232558139
1572,median_rank,text_metadata,60,text_fused_alpha_0.50,61,1
1572,recall_at_1,text_metadata,0.0232558139535,text_fused_alpha_0.50,0.0093023255814,-0.0139534883721
1572,recall_at_5,text_metadata,0.0651162790698,text_fused_alpha_0.50,0.0651162790698,0
1572,recall_at_10,text_metadata,0.116279069767,text_fused_alpha_0.50,0.102325581395,-0.0139534883721
1573,mrr,text_metadata,0.051021369285,text_fused_alpha_0.50,0.0504576472429,-0.00056372204204
1573,mean_rank,text_metadata,71.7674418605,text_fused_alpha_0.50,70.2093023256,-1.55813953488
1573,median_rank,text_metadata,64,text_fused_alpha_0.50,57,-7
1573,recall_at_1,text_metadata,0,text_fused_alpha_0.50,0.0046511627907,0.0046511627907
1573,recall_at_5,text_metadata,0.0604651162791,text_fused_alpha_0.50,0.0511627906977,-0.0093023255814
1573,recall_at_10,text_metadata,0.0976744186047,text_fused_alpha_0.50,0.111627906977,0.0139534883721
1574,mrr,text_metadata,0.065428454845,text_fused_alpha_0.50,0.0592654389071,-0.00616301593791
1574,mean_rank,text_metadata,66.9813953488,text_fused_alpha_0.50,63.976744186,-3.00465116279
1574,median_rank,text_metadata,55,text_fused_alpha_0.50,49,-6
1574,recall_at_1,text_metadata,0.0139534883721,text_fused_alpha_0.50,0.0046511627907,-0.0093023255814
1574,recall_at_5,text_metadata,0.0697674418605,text_fused_alpha_0.50,0.0837209302326,0.0139534883721
1574,recall_at_10,text_metadata,0.139534883721,text_fused_alpha_0.50,0.158139534884,0.0186046511628
1575,mrr,text_metadata,0.0654134350698,text_fused_alpha_0.50,0.0655705229858,0.000157087916056
1575,mean_rank,text_metadata,70.5627906977,text_fused_alpha_0.50,66.2279069767,-4.33488372093
1575,median_rank,text_metadata,59,text_fused_alpha_0.50,49,-10
1575,recall_at_1,text_metadata,0.0139534883721,text_fused_alpha_0.50,0.0139534883721,0
1575,recall_at_5,text_metadata,0.0837209302326,text_fused_alpha_0.50,0.0790697674419,-0.0046511627907
1575,recall_at_10,text_metadata,0.13488372093,text_fused_alpha_0.50,0.144186046512,0.0093023255814
1576,mrr,text_metadata,0.0486737996271,text_fused_alpha_0.50,0.0578098963534,0.00913609672629
1576,mean_rank,text_metadata,66.5720930233,text_fused_alpha_0.50,64.8697674419,-1.7023255814
1576,median_rank,text_metadata,60,text_fused_alpha_0.50,57,-3
1576,recall_at_1,text_metadata,0.0093023255814,text_fused_alpha_0.50,0.0139534883721,0.0046511627907
1576,recall_at_5,text_metadata,0.046511627907,text_fused_alpha_0.50,0.0744186046512,0.0279069767442
1576,recall_at_10,text_metadata,0.0976744186047,text_fused_alpha_0.50,0.111627906977,0.0139534883721
1577,mrr,text_metadata,0.0566059212707,text_fused_alpha_0.50,0.0462440001582,-0.0103619211125
1577,mean_rank,text_metadata,64.1906976744,text_fused_alpha_0.50,66.4,2.20930232558
1577,median_rank,text_metadata,50,text_fused_alpha_0.50,55,5
1577,recall_at_1,text_metadata,0.0046511627907,text_fused_alpha_0.50,0,-0.0046511627907
1577,recall_at_5,text_metadata,0.0604651162791,text_fused_alpha_0.50,0.0604651162791,0
1577,recall_at_10,text_metadata,0.120930232558,text_fused_alpha_0.50,0.093023255814,-0.0279069767442
1578,mrr,text_metadata,0.045424825653,text_fused_alpha_0.50,0.0583670877826,0.0129422621296
1578,mean_rank,text_metadata,69.4651162791,text_fused_alpha_0.50,69.6325581395,0.167441860465
1578,median_rank,text_metadata,60,text_fused_alpha_0.50,55,-5
1578,recall_at_1,text_metadata,0.0093023255814,text_fused_alpha_0.50,0.0093023255814,0
1578,recall_at_5,text_metadata,0.0418604651163,text_fused_alpha_0.50,0.0744186046512,0.0325581395349
1578,recall_at_10,text_metadata,0.0883720930233,text_fused_alpha_0.50,0.172093023256,0.0837209302326
1579,mrr,text_metadata,0.067291286148,text_fused_alpha_0.50,0.0577375903216,-0.00955369582636
1579,mean_rank,text_metadata,78.1209302326,text_fused_alpha_0.50,77.3069767442,-0.813953488372
1579,median_rank,text_metadata,66,text_fused_alpha_0.50,66,0
1579,recall_at_1,text_metadata,0.0186046511628,text_fused_alpha_0.50,0.0186046511628,0
1579,recall_at_5,text_metadata,0.0697674418605,text_fused_alpha_0.50,0.0558139534884,-0.0139534883721
1579,recall_at_10,text_metadata,0.13488372093,text_fused_alpha_0.50,0.0976744186047,-0.0372093023256
1580,mrr,text_metadata,0.0520986710234,text_fused_alpha_0.50,0.0559408167759,0.0038421457525
1580,mean_rank,text_metadata,72.7069767442,text_fused_alpha_0.50,70.9441860465,-1.76279069767
1580,median_rank,text_metadata,60,text_fused_alpha_0.50,58,-2
1580,recall_at_1,text_metadata,0.0093023255814,text_fused_alpha_0.50,0.0093023255814,0
1580,recall_at_5,text_metadata,0.0604651162791,text_fused_alpha_0.50,0.0744186046512,0.0139534883721
1580,recall_at_10,text_metadata,0.102325581395,text_fused_alpha_0.50,0.106976744186,0.0046511627907
1581,mrr,text_metadata,0.0529200548229,text_fused_alpha_0.50,0.0582720316307,0.00535197680785
1581,mean_rank,text_metadata,71.2976744186,text_fused_alpha_0.50,70.6186046512,-0.679069767442
1581,median_rank,text_metadata,60,text_fused_alpha_0.50,55,-5
1581,recall_at_1,text_metadata,0.0046511627907,text_fused_alpha_0.50,0.0093023255814,0.0046511627907
1581,recall_at_5,text_metadata,0.0651162790698,text_fused_alpha_0.50,0.0837209302326,0.0186046511628
1581,recall_at_10,text_metadata,0.0976744186047,text_fused_alpha_0.50,0.13488372093,0.0372093023256
1582,mrr,text_metadata,0.0480856787092,text_fused_alpha_0.50,0.0488014656559,0.000715786946613
1582,mean_rank,text_metadata,74.5674418605,text_fused_alpha_0.50,71.6325581395,-2.93488372093
1582,median_rank,text_metadata,60,text_fused_alpha_0.50,57,-3
1582,recall_at_1,text_metadata,0.0046511627907,text_fused_alpha_0.50,0.0093023255814,0.0046511627907
1582,recall_at_5,text_metadata,0.0604651162791,text_fused_alpha_0.50,0.0511627906977,-0.0093023255814
1582,recall_at_10,text_metadata,0.102325581395,text_fused_alpha_0.50,0.0976744186047,-0.0046511627907
1583,mrr,text_metadata,0.0631049198486,text_fused_alpha_0.50,0.0632597949951,0.000154875146492
1583,mean_rank,text_metadata,70.7069767442,text_fused_alpha_0.50,72.3674418605,1.66046511628
1583,median_rank,text_metadata,56,text_fused_alpha_0.50,50,-6
1583,recall_at_1,text_metadata,0.0093023255814,text_fused_alpha_0.50,0.0046511627907,-0.0046511627907
1583,recall_at_5,text_metadata,0.0837209302326,text_fused_alpha_0.50,0.093023255814,0.0093023255814
1583,recall_at_10,text_metadata,0.162790697674,text_fused_alpha_0.50,0.153488372093,-0.0093023255814
1584,mrr,text_metadata,0.0564045360599,text_fused_alpha_0.50,0.0571352415214,0.000730705461562
1584,mean_rank,text_metadata,74.8,text_fused_alpha_0.50,74.6372093023,-0.162790697674
1584,median_rank,text_metadata,66,text_fused_alpha_0.50,68,2
1584,recall_at_1,text_metadata,0.0093023255814,text_fused_alpha_0.50,0.0093023255814,0
1584,recall_at_5,text_metadata,0.0604651162791,text_fused_alpha_0.50,0.0697674418605,0.0093023255814
1584,recall_at_10,text_metadata,0.093023255814,text_fused_alpha_0.50,0.148837209302,0.0558139534884
1585,mrr,text_metadata,0.0603269959282,text_fused_alpha_0.50,0.0508405881712,-0.00948640775697
1585,mean_rank,text_metadata,75.2325581395,text_fused_alpha_0.50,71.3860465116,-3.84651162791
1585,median_rank,text_metadata,64,text_fused_alpha_0.50,52,-12
1585,recall_at_1,text_metadata,0.0186046511628,text_fused_alpha_0.50,0.0093023255814,-0.0093023255814
1585,recall_at_5,text_metadata,0.0558139534884,text_fused_alpha_0.50,0.0604651162791,0.0046511627907
1585,recall_at_10,text_metadata,0.106976744186,text_fused_alpha_0.50,0.102325581395,-0.0046511627907
1586,mrr,text_metadata,0.0556462911036,text_fused_alpha_0.50,0.0585591870178,0.00291289591414
1586,mean_rank,text_metadata,68.7395348837,text_fused_alpha_0.50,68.3674418605,-0.372093023256
1586,median_rank,text_metadata,59,text_fused_alpha_0.50,55,-4
1586,recall_at_1,text_metadata,0.0139534883721,text_fused_alpha_0.50,0.0186046511628,0.0046511627907
1586,recall_at_5,text_metadata,0.0558139534884,text_fused_alpha_0.50,0.0651162790698,0.0093023255814
1586,recall_at_10,text_metadata,0.0883720930233,text_fused_alpha_0.50,0.111627906977,0.0232558139535
1587,mrr,text_metadata,0.0587408128274,text_fused_alpha_0.50,0.0499616437235,-0.00877916910383
1587,mean_rank,text_metadata,68.3720930233,text_fused_alpha_0.50,67.0837209302,-1.28837209302
1587,median_rank,text_metadata,50,text_fused_alpha_0.50,50,0
1587,recall_at_1,text_metadata,0.0093023255814,text_fused_alpha_0.50,0.0046511627907,-0.0046511627907
1587,recall_at_5,text_metadata,0.0697674418605,text_fused_alpha_0.50,0.0511627906977,-0.0186046511628
1587,recall_at_10,text_metadata,0.120930232558,text_fused_alpha_0.50,0.13023255814,0.0093023255814
1588,mrr,text_metadata,0.0463725408905,text_fused_alpha_0.50,0.051191938062,0.00481939717157
1588,mean_rank,text_metadata,76.8,text_fused_alpha_0.50,75.3441860465,-1.45581395349
1588,median_rank,text_metadata,61,text_fused_alpha_0.50,62,1
1588,recall_at_1,text_metadata,0,text_fused_alpha_0.50,0.0093023255814,0.0093023255814
1588,recall_at_5,text_metadata,0.0511627906977,text_fused_alpha_0.50,0.0651162790698,0.0139534883721
1588,recall_at_10,text_metadata,0.116279069767,text_fused_alpha_0.50,0.125581395349,0.0093023255814
1589,mrr,text_metadata,0.052569111343,text_fused_alpha_0.50,0.0459671083812,-0.00660200296179
1589,mean_rank,text_metadata,77.7906976744,text_fused_alpha_0.50,75.2976744186,-2.49302325581
1589,median_rank,text_metadata,67,text_fused_alpha_0.50,63,-4
1589,recall_at_1,text_metadata,0.0186046511628,text_fused_alpha_0.50,0.0093023255814,-0.0093023255814
1589,recall_at_5,text_metadata,0.0511627906977,text_fused_alpha_0.50,0.046511627907,-0.0046511627907
1589,recall_at_10,text_metadata,0.106976744186,text_fused_alpha_0.50,0.0883720930233,-0.0186046511628
1590,mrr,text_metadata,0.0586802990594,text_fused_alpha_0.50,0.068318951719,0.00963865265964
1590,mean_rank,text_metadata,67.0697674419,text_fused_alpha_0.50,66.4976744186,-0.572093023256
1590,median_rank,text_metadata,60,text_fused_alpha_0.50,50,-10
1590,recall_at_1,text_metadata,0.0139534883721,text_fused_alpha_0.50,0.0232558139535,0.0093023255814
1590,recall_at_5,text_metadata,0.0558139534884,text_fused_alpha_0.50,0.0790697674419,0.0232558139535
1590,recall_at_10,text_metadata,0.139534883721,text_fused_alpha_0.50,0.162790697674,0.0232558139535
1591,mrr,text_metadata,0.0585218892831,text_fused_alpha_0.50,0.0583933180116,-0.000128571271548
1591,mean_rank,text_metadata,68.8837209302,text_fused_alpha_0.50,68.2837209302,-0.6
1591,median_rank,text_metadata,57,text_fused_alpha_0.50,57,0
1591,recall_at_1,text_metadata,0.0093023255814,text_fused_alpha_0.50,0.0139534883721,0.0046511627907
1591,recall_at_5,text_metadata,0.0558139534884,text_fused_alpha_0.50,0.0558139534884,0
1591,recall_at_10,text_metadata,0.125581395349,text_fused_alpha_0.50,0.139534883721,0.0139534883721
1592,mrr,text_metadata,0.0525032670433,text_fused_alpha_0.50,0.0561407176427,0.00363745059938
1592,mean_rank,text_metadata,73.488372093,text_fused_alpha_0.50,70.7395348837,-2.7488372093
1592,median_rank,text_metadata,59,text_fused_alpha_0.50,55,-4
1592,recall_at_1,text_metadata,0.0093023255814,text_fused_alpha_0.50,0.0046511627907,-0.0046511627907
1592,recall_at_5,text_metadata,0.046511627907,text_fused_alpha_0.50,0.0790697674419,0.0325581395349
1592,recall_at_10,text_metadata,0.111627906977,text_fused_alpha_0.50,0.148837209302,0.0372093023256
1593,mrr,text_metadata,0.0461351593903,text_fused_alpha_0.50,0.0464136575221,0.000278498131742
1593,mean_rank,text_metadata,71.9441860465,text_fused_alpha_0.50,69.3302325581,-2.61395348837
1593,median_rank,text_metadata,60,text_fused_alpha_0.50,58,-2
1593,recall_at_1,text_metadata,0.0093023255814,text_fused_alpha_0.50,0.0046511627907,-0.0046511627907
1593,recall_at_5,text_metadata,0.0372093023256,text_fused_alpha_0.50,0.0418604651163,0.0046511627907
1593,recall_at_10,text_metadata,0.093023255814,text_fused_alpha_0.50,0.13023255814,0.0372093023256
1594,mrr,text_metadata,0.0587436322326,text_fused_alpha_0.50,0.066927592397,0.0081839601644
1594,mean_rank,text_metadata,72.2511627907,text_fused_alpha_0.50,71.4604651163,-0.790697674419
1594,median_rank,text_metadata,59,text_fused_alpha_0.50,57,-2
1594,recall_at_1,text_metadata,0.0139534883721,text_fused_alpha_0.50,0.0186046511628,0.0046511627907
1594,recall_at_5,text_metadata,0.0604651162791,text_fused_alpha_0.50,0.0837209302326,0.0232558139535
1594,recall_at_10,text_metadata,0.120930232558,text_fused_alpha_0.50,0.13023255814,0.0093023255814
1595,mrr,text_metadata,0.0982166326347,text_fused_alpha_0.50,0.102362789528,0.00414615689319
1595,mean_rank,text_metadata,66.6,text_fused_alpha_0.50,63.6697674419,-2.93023255814
1595,median_rank,text_metadata,50,text_fused_alpha_0.50,50,0
1595,recall_at_1,text_metadata,0.0418604651163,text_fused_alpha_0.50,0.046511627907,0.0046511627907
1595,recall_at_5,text_metadata,0.13023255814,text_fused_alpha_0.50,0.125581395349,-0.0046511627907
1595,recall_at_10,text_metadata,0.181395348837,text_fused_alpha_0.50,0.190697674419,0.0093023255814
1596,mrr,text_metadata,0.0429672393724,text_fused_alpha_0.50,0.0469013501064,0.00393411073399
1596,mean_rank,text_metadata,74.5441860465,text_fused_alpha_0.50,71.8186046512,-2.72558139535
1596,median_rank,text_metadata,66,text_fused_alpha_0.50,66,0
1596,recall_at_1,text_metadata,0.0046511627907,text_fused_alpha_0.50,0.0046511627907,0
1596,recall_at_5,text_metadata,0.0418604651163,text_fused_alpha_0.50,0.0511627906977,0.0093023255814
1596,recall_at_10,text_metadata,0.093023255814,text_fused_alpha_0.50,0.111627906977,0.0186046511628
1597,mrr,text_metadata,0.0667064022354,text_fused_alpha_0.50,0.0642541219626,-0.00245228027282
1597,mean_rank,text_metadata,70.7162790698,text_fused_alpha_0.50,70.9395348837,0.223255813953
1597,median_rank,text_metadata,62,text_fused_alpha_0.50,55,-7
1597,recall_at_1,text_metadata,0.0232558139535,text_fused_alpha_0.50,0.0232558139535,0
1597,recall_at_5,text_metadata,0.0790697674419,text_fused_alpha_0.50,0.0697674418605,-0.0093023255814
1597,recall_at_10,text_metadata,0.13488372093,text_fused_alpha_0.50,0.13488372093,0
1598,mrr,text_metadata,0.055312528126,text_fused_alpha_0.50,0.0585874248727,0.00327489674671
1598,mean_rank,text_metadata,69.3348837209,text_fused_alpha_0.50,69.5674418605,0.232558139535
1598,median_rank,text_metadata,58,text_fused_alpha_0.50,61,3
1598,recall_at_1,text_metadata,0.0093023255814,text_fused_alpha_0.50,0.0046511627907,-0.0046511627907
1598,recall_at_5,text_metadata,0.0558139534884,text_fused_alpha_0.50,0.0883720930233,0.0325581395349
1598,recall_at_10,text_metadata,0.106976744186,text_fused_alpha_0.50,0.158139534884,0.0511627906977
1599,mrr,text_metadata,0.0591116782416,text_fused_alpha_0.50,0.0512118853069,-0.0078997929346
1599,mean_rank,text_metadata,69.1302325581,text_fused_alpha_0.50,66.4465116279,-2.68372093023
1599,median_rank,text_metadata,62,text_fused_alpha_0.50,55,-7
1599,recall_at_1,text_metadata,0.0139534883721,text_fused_alpha_0.50,0.0046511627907,-0.0093023255814
1599,recall_at_5,text_metadata,0.0697674418605,text_fused_alpha_0.50,0.0651162790698,-0.0046511627907
1599,recall_at_10,text_metadata,0.116279069767,text_fused_alpha_0.50,0.13488372093,0.0186046511628
1600,mrr,text_metadata,0.034944750778,text_fused_alpha_0.50,0.0352213049849,0.000276554206869
1600,mean_rank,text_metadata,75.2697674419,text_fused_alpha_0.50,71.9581395349,-3.31162790698
1600,median_rank,text_metadata,64,text_fused_alpha_0.50,55,-9
1600,recall_at_1,text_metadata,0.0046511627907,text_fused_alpha_0.50,0,-0.0046511627907
1600,recall_at_5,text_metadata,0.0325581395349,text_fused_alpha_0.50,0.0279069767442,-0.0046511627907
1600,recall_at_10,text_metadata,0.0697674418605,text_fused_alpha_0.50,0.0790697674419,0.0093023255814
1601,mrr,text_metadata,0.048896006399,text_fused_alpha_0.50,0.0471528857236,-0.00174312067539
1601,mean_rank,text_metadata,76.2744186047,text_fused_alpha_0.50,73.1860465116,-3.08837209302
1601,median_rank,text_metadata,67,text_fused_alpha_0.50,62,-5
1601,recall_at_1,text_metadata,0.0139534883721,text_fused_alpha_0.50,0.0139534883721,0
1601,recall_at_5,text_metadata,0.046511627907,text_fused_alpha_0.50,0.046511627907,0
1601,recall_at_10,text_metadata,0.0976744186047,text_fused_alpha_0.50,0.0837209302326,-0.0139534883721
1602,mrr,text_metadata,0.0628871311995,text_fused_alpha_0.50,0.0621834240162,-0.000703707183286
1602,mean_rank,text_metadata,76.8651162791,text_fused_alpha_0.50,74.4093023256,-2.45581395349
1602,median_rank,text_metadata,67,text_fused_alpha_0.50,61,-6
1602,recall_at_1,text_metadata,0.0186046511628,text_fused_alpha_0.50,0.0139534883721,-0.0046511627907
