item_id,museum,image_url,download_status,acquisition_action,failure_code,failure_detail,http_status,attempt_count,final_url,content_type,image_local_path,filename,image_bytes,image_width,image_height,image_format,sha256,download_version
CMA:119693,CMA,https://openaccess-cdn.clevelandart.org/1940.530/1940.530_web.jpg,available,downloaded,,,200,1,https://openaccess-cdn.clevelandart.org/1940.530/1940.530_web.jpg,image/jpeg,data/images/cma/CMA_119693.jpg,CMA_119693.jpg,95485,1263,344,JPEG,cabe2eee67f9f084dc3953c3f0f2a64615c473744bfe2d17bf49ea688cde7d06,image_download_v1
CMA:124413,CMA,https://openaccess-cdn.clevelandart.org/1945.379/1945.379_web.jpg,available,downloaded,,,200,1,https://openaccess-cdn.clevelandart.org/1945.379/1945.379_web.jpg,image/jpeg,data/images/cma/CMA_124413.jpg,CMA_124413.jpg,143795,750,747,JPEG,1843343ddbb874f23211484b47f9ae2d1ca93d5984ea98ba2689c48cf012b3a1,image_download_v1
CMA:124739,CMA,https://openaccess-cdn.clevelandart.org/1946.226/1946.226_web.jpg,available,downloaded,,,200,1,https://openaccess-cdn.clevelandart.org/1946.226/1946.226_web.jpg,image/jpeg,data/images/cma/CMA_124739.jpg,CMA_124739.jpg,827760,1263,682,JPEG,17f7d82b341fe0b24c6df72e7db58ff85a2ffaf52064588ffc27c00ea6a54186,image_download_v1
CMA:124740,CMA,https://openaccess-cdn.clevelandart.org/1946.227/1946.227_web.jpg,available,downloaded,,,200,1,https://openaccess-cdn.clevelandart.org/1946.227/1946.227_web.jpg,image/jpeg,data/images/cma/CMA_124740.jpg,CMA_124740.jpg,470515,780,900,JPEG,531e1eb44f317f2097015437acf075539e1206ae67ded4d386f28b4b976a82c6,image_download_v1
CMA:124741,CMA,https://openaccess-cdn.clevelandart.org/1946.228/1946.228_web.jpg,available,downloaded,,,200,1,https://openaccess-cdn.clevelandart.org/1946.228/1946.228_web.jpg,image/jpeg,data/images/cma/CMA_124741.jpg,CMA_124741.jpg,270355,900,519,JPEG,0642ca4c36c5227abf9fec126e3f5dbaf8f573c966f795f7f29e36a9a6f09484,image_download_v1
CMA:125095,CMA,https://openaccess-cdn.clevelandart.org/1946.75/1946.75_web.jpg,available,downloaded,,,200,1,https://openaccess-cdn.clevelandart.org/1946.75/1946.75_web.jpg,image/jpeg,data/images/cma/CMA_125095.jpg,CMA_125095.jpg,820160,858,893,JPEG,96145bef7edbcbfe819ba8d09c445d153d0f326fb4a3fa6d0a4aeaa35dd7ab40,image_download_v1
CMA:126684,CMA,https://openaccess-cdn.clevelandart.org/1949.12/1949.12_web.jpg,available,downloaded,,,200,1,https://openaccess-cdn.clevelandart.org/1949.12/1949.12_web.jpg,image/jpeg,data/images/cma/CMA_126684.jpg,CMA_126684.jpg,789252,891,893,JPEG,3d6c9365fac20eb2798f6ff293d81e7d0f455521522d48b5142a99285a90ee28,image_download_v1
CMA:128454,CMA,https://openaccess-cdn.clevelandart.org/1951.393/1951.393_web.jpg,available,downloaded,,,200,1,https://openaccess-cdn.clevelandart.org/1951.393/1951.393_web.jpg,image/jpeg,data/images/cma/CMA_128454.jpg,CMA_128454.jpg,527735,725,893,JPEG,3b59679df9f2cbf59b418f65b0e912c6369dd0a7fcd878507cd62c819c2814d6,image_download_v1
CMA:130555,CMA,https://openaccess-cdn.clevelandart.org/1953.288/1953.288_web.jpg,available,downloaded,,,200,1,https://openaccess-cdn.clevelandart.org/1953.288/1953.288_web.jpg,image/jpeg,data/images/cma/CMA_130555.jpg,CMA_130555.jpg,807042,1263,706,JPEG,91f6799433f014738ad7617663291c5e0f62d9ce42c28216c0fe87c88a89f8d3,image_download_v1
CMA:134395,CMA,https://openaccess-cdn.clevelandart.org/1956.84/1956.84_web.jpg,available,downloaded,,,200,1,https://openaccess-cdn.clevelandart.org/1956.84/1956.84_web.jpg,image/jpeg,data/images/cma/CMA_134395.jpg,CMA_134395.jpg,98386,750,712,JPEG,a7b2292329229bd51f06bd022960480cd8782e5be241460e6b4052735f78ed7b,image_download_v1
