item_id,museum,culture_mapping_decision,culture_strict_ground_truth_eligible,culture_query_eligible,selected_local_image_column,local_image_value,resolved_image_path,local_image_reference_available,local_image_exists,local_image_readable,image_width,image_height,image_format,image_error,selected_image_url_column,image_source_url,text_fields_used,text_input,text_character_count,text_input_available,openclip_image_ready,openclip_text_ready,openclip_multimodal_ready,openclip_image_evaluation_ready,openclip_multimodal_evaluation_ready,audit_version
CMA:119684,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1940.522/1940.522_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Mummy Bundle ""Mask"". object type: Textile. culture: Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE). culture canonical: Paracas. period: 170 BCE–70 CE (radiocarbon date, 95% probability). technique: plain warp-faced cloth, painted: cotton. description: The Paracas people of Peru's South Coast buried their dead in pear-shaped mummy bundles made of a seated human body carefully wrapped in garments and other textiles. Sometimes a painted cloth was placed at the top of the bundle, as though it served as the bundle's face, head, or ""mask."" The cloth was padded on the back so it curved outward like a face, and the tress-like yarns (unwoven warps) at the upper edge were arranged around a solid cotton disk that, in turn, was wrapped with a headband. Some cloths were painted with mask-like faces, and others with full figures, apparently mythical creatures.",892,True,False,True,False,False,False,openclip_input_audit_v1
CMA:119685,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1940.523/1940.523_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Mummy Bundle ""Mask"". object type: Textile. culture: Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE). culture canonical: Paracas. period: 400–200 BCE. technique: Cotton and pigment; plain weave. description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.",863,True,False,True,False,False,False,openclip_input_audit_v1
CMA:119686,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1940.524/1940.524_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Mummy Bundle ""Mask"". object type: Textile. culture: Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE). culture canonical: Paracas. period: 400–200 BCE. technique: cotton and pigment, plain weave. description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.",863,True,False,True,False,False,False,openclip_input_audit_v1
CMA:119687,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1940.525/1940.525_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Mummy Bundle ""Mask"". object type: Textile. culture: Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE). culture canonical: Paracas. period: 200–1 BCE. technique: plain warp-faced cloth, painted: cotton. description: The Paracas people of Peru's South Coast buried their dead in pear-shaped mummy bundles made of a seated human body carefully wrapped in garments and other textiles. Sometimes a painted cloth was placed at the top of the bundle, as though it served as the bundle's face, head, or ""mask."" The cloth was padded on the back so it curved outward like a face, and the tress-like yarns (unwoven warps) at the upper edge were arranged around a solid cotton disk that, in turn, was wrapped with a headband. Some cloths were painted with mask-like faces, and others with full figures, apparently mythical creatures.",852,True,False,True,False,False,False,openclip_input_audit_v1
CMA:119688,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1940.526/1940.526_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Mummy Bundle ""Mask"". object type: Textile. culture: Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE). culture canonical: Paracas. period: 200–1 BCE. technique: plain warp-faced cloth, painted: cotton. description: The Paracas people of Peru's south coast buried their dead in pear-shaped mummy bundles made of a seated human body carefully wrapped in garments and other textiles. Sometimes a painted cloth was placed at the top of the bundle, as if serving as the bundle's face, head, or ""mask."" The cloth was padded on the back so it curved outward like a face, and the tress-like yarns (unwoven warps) at the upper edge were arranged around a solid cotton disk that, in turn, was wrapped with a headband. Some cloths were painted with mask-like faces, and others with full figures, apparently mythical creatures.",846,True,False,True,False,False,False,openclip_input_audit_v1
CMA:119689,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1940.527/1940.527_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Mummy Bundle ""Mask"". object type: Textile. culture: Peru, South Coast, Ica Valley, Ocucaje site, Paracas style (700 BCE–1 CE). culture canonical: Paracas. period: 400–200 BCE. technique: Cotton and pigment; plain weave. description: The Paracas people buried their dead in bundles that they created by carefully wrapping the seated human body in layers of garments and other textiles. In some cases, they placed a painted <br>cloth—such as these examples—on the outer layer and at the top of the bundle. The hair-like <br>yarns (unwoven warps) were arranged around a solid cotton disk that was sometimes wrapped <br>with a headband. The cloths, then, seem to have functioned as the bundle’s head, even though <br>some are painted not with faces but with complete figures whose supernatural character is marked by the appendages streaming from their bodies.",863,True,False,True,False,False,False,openclip_input_audit_v1
CMA:119690,CMA,include_strict,True,True,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1940.528/1940.528_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Fragment of Embroidered Cloth. object type: Textile. culture: Peru, South Coast, Paracas, Late Period. culture canonical: Paracas. period: c. 300–100 BCE. technique: embroidery on plain wool ground. description: The repetition of a nonmythical figure, in this case a warrior holding spears and a trophy head, was one of the important innovations of Paracas textile design during the Late Paracas period. The trophy head cult was an essential aspect of crop fertility and was, therefore, a focal point of Paracas art in general.",534,True,False,True,False,False,False,openclip_input_audit_v1
CMA:119693,CMA,include_strict,True,True,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1940.530/1940.530_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Cloth with Procession of Figures. object type: Textile. culture: Central Andes, South Coast, Nasca people. culture canonical: Nasca. period: 170 BCE–70 CE (radiocarbon date, 95% probability). technique: cotton and pigment (field); camelid fiber (borders and fringe). description: Experts agree that this cloth is one of the greatest paintings to survive from Andean antiquity due to the realism, complexity, large size, and refined execution of its figures. All but one of the figures wear the whiskered mouth mask of Nasca supernatural beings and several carry or wear severed human heads, which the Nasca linked to nature’s fruitfulness. Thus, the figures seem to represent supernatural forces or humans personifying such forces during a ritual devoted to agricultural fertility. Originally, the panel was attached along its upper edge to a dark blue cloth of equal size. The complete textile may have served as a mantle (a shawl-like garment), a hanging, or a funerary offering.",988,True,False,True,False,False,False,openclip_input_audit_v1
CMA:124413,CMA,include_strict,True,True,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1945.379/1945.379_web.jpg,title | object_type | culture | culture_canonical | period | technique,"title: Mantle Corner Fragment. object type: Textile. culture: Peru, South Coast, Wari Culture, Middle Horizon, 8th-11th Century. culture canonical: Wari. period: 700–1100 A.D.. technique: cotton and camelid fiber; plain weave with supplementary weft (brocade)",259,True,False,True,False,False,False,openclip_input_audit_v1
CMA:124739,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1946.226/1946.226_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Mantle. object type: Textile. culture: Peru, South Coast, Paracas (Cavernas) style. culture canonical: Paracas. period: c. 300 BCE–200 CE. technique: camelid fiber: plain weave with embroidery. description: Buried in shaft-tombs, or rectangular sunken chambers, the Paracas dead were wrapped in layers of cloth and accompanied by pottery, food, and other offerings. The dry environment of the Paracas Peninsula helped preserve many of these textiles, including richly ornamented garments buried with important individuals. This mantle, probably worn like a cloak, relates closely to the tunic (CMA 1946.227) and long headband (CMA 1946.228) due to their shared imagery. Its double-headed bird motifs— embroidered in vivid red, blue, yellow, and green yarns—likely had symbolic significance, although the specific meaning remains unknown.",844,True,False,True,False,False,False,openclip_input_audit_v1
CMA:124740,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1946.227/1946.227_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Tunic. object type: Textile. culture: Peru, South Coast, Paracas (Cavernas) style. culture canonical: Paracas. period: c. 300 BCE–200 CE. technique: Alpaca wool: plain weave with embroidery and warp substitution. description: Brightly dyed wool yarns found in many ancient Peruvian textiles come mainly from alpacas that were domesticated and selectively bred to produce long, soft, lustrous fiber. The finely spun yarns in a broad range of colors as seen on this tunic—well preserved after approximately 2,000 years of burial—attest to the Paracas people’s considerable artistry. A double-headed bird motif appears multiple times throughout the tunic’s design.",668,True,False,True,False,False,False,openclip_input_audit_v1
CMA:124741,CMA,include_strict,True,True,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1946.228/1946.228_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Turban Band (Llauto). object type: Textile. culture: Peru, South Coast, Paracas, Late Period. culture canonical: Paracas. period: c. 300–100 BCE. technique: wool and cotton: needle reseau (netting). description: Repeated along the length of this headband is a double-headed bird motif, in which the two heads are seen in profile and joined to a frontal body with outstretched wings. This design also appears in the tunic (1946.227) and mantle (1946.226). These three textiles may have formed a matched set that a socially prominent Paracas man would have worn as an ensemble.",582,True,False,True,False,False,False,openclip_input_audit_v1
CMA:125095,CMA,include_strict,True,True,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1946.75/1946.75_web.jpg,title | object_type | culture | culture_canonical | period | technique,"title: Mantle Corner Fragment. object type: Textile. culture: Peru, South Coast, Wari Culture, Middle Horizon, 8th-12th Century. culture canonical: Wari. period: c. 700–1100. technique: cotton and camelid fiber; plain weave with supplementary weft (brocade)",257,True,False,True,False,False,False,openclip_input_audit_v1
CMA:126684,CMA,include_strict,True,True,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1949.12/1949.12_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Tunic with Profile Animal and Human Heads. object type: Textile. culture: Peru, South Coast, Wari Culture, Middle Horizon, 8th-12th Century. culture canonical: Wari. period: c. 700–1100. technique: tapestry weave: wool. description: Wari tunics are made of two long panels folded at the shoulder line and stitched together at center and side seams, with openings left for the head and arms. The looms on which the panels were woven measured about 80 x 20 inches, with the warps spanning the short dimension. Thus, the warps are horizontal rather than vertical in the garment as it was worn. This orientation is unusual and seems to have influenced the construction of later Inca tunics. In this example, the imagery comprises two profile heads that alternate, one a human and the other an animal that may represent a deer or a bat. Such tunics were luxury goods worn only by privileged individuals.",905,True,False,True,False,False,False,openclip_input_audit_v1
CMA:128454,CMA,include_strict,True,True,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1951.393/1951.393_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Half Tunic. object type: Textile. culture: Peru, South Coast, Inca Culture, Colonial Period, 16th century. culture canonical: Inca. period: 16th century. technique: interlocked tapestry; cotton and wool. description: The ""t'oqapu"" waistband and the deep V-yoke were standard decorations of Inca tunics. However, the fantastic animals represented in the yoke and the floral motifs in the main field identify this tunic as dating after the Spanish Conquest in 1532.",470,True,False,True,False,False,False,openclip_input_audit_v1
CMA:130555,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1953.288/1953.288_web.jpg,title | object_type | culture | period | technique,"title: Large Cloth. object type: Textile. culture: Peru, North Coast, Chimu-Inka. period: 1460–1632 (radiocarbon date, 95% probability). technique: plain tabby, brocaded: wool and cotton",186,True,False,True,False,False,False,openclip_input_audit_v1
CMA:134395,CMA,include_strict,True,True,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1956.84/1956.84_web.jpg,title | object_type | culture | culture_canonical | period | technique,"title: Tunic. object type: Textile. culture: Peru, South Coast, Wari Culture, Middle Horizon, 8th-12th Century. culture canonical: Wari. period: c. 700–1100. technique: tapestry; interlocked wefts and areas of eccentric weaving: wool and cotton",244,True,False,True,False,False,False,openclip_input_audit_v1
CMA:134604,CMA,include_strict,True,True,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1957.136/1957.136_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Tunic. object type: Textile. culture: Peru, Inca, 15th-16th century. culture canonical: Inca. period: c. 1400–1540. technique: tapestry; cotton and camelid fiber. description: Finely woven interlocked tapestry garments were a privilege of the nobility within the Inca Empire. Such garments were made throughout the vast Inca territory by women of noble families, by professional weavers, and by the Aclla (Chosen Women). These specialists lived in cloistered communities and served the state by brewing beer and weaving fine cloth. The products of their labor were redistributed by the Inca state as prized gifts to loyal vassals and allies. The standardized decorative scheme of this tunic, known as the Inca Key, is one of the most common Inca tunic patterns.",768,True,False,True,False,False,False,openclip_input_audit_v1
CMA:134765,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1957.340/1957.340_web.jpg,title | object_type | culture | period | technique,"title: Fragment. object type: Textile. culture: Peru, South Coast, Nasca-Huari style. period: c. 600–700. technique: interlocking warp and weft: wool",149,True,False,True,False,False,False,openclip_input_audit_v1
CMA:134948,CMA,include_strict,True,True,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1957.495/1957.495_web.jpg,title | object_type | culture | culture_canonical | period | technique,"title: Tapestry Square Panel. object type: Tapestry. culture: Peru, South Coast, Wari Culture, Middle Horizon, 8th-12th Century. culture canonical: Wari. period: c. 700–1100. technique: tapestry with interlocked wefts: wool and cotton",234,True,False,True,False,False,False,openclip_input_audit_v1
CMA:137312,CMA,include_strict,True,True,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1962.240/1962.240_web.jpg,title | object_type | culture | culture_canonical | period | technique,"title: Embroidered Fragment. object type: Embroidery. culture: Peru, South Coast, Paracas. culture canonical: Paracas. period: c. 650–100 BCE. technique: wool embroidery on wool tabby ground",190,True,False,True,False,False,False,openclip_input_audit_v1
CMA:149062,CMA,include_strict,True,True,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1977.190/1977.190_web.jpg,title | object_type | culture | culture_canonical | period | technique,"title: Fragment. object type: Textile. culture: Peru, Central Coast, Chancay, 12th-15th century. culture canonical: Chancay. period: c. 1100–1400. technique: tapestry: cotton and wool",183,True,False,True,False,False,False,openclip_input_audit_v1
CMA:152258,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1985.139/1985.139_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Two Textile Fragment with Fanged Heads. object type: Textile. culture: Peru, South Coast, Ica Valley, Chavín style. culture canonical: Chavin. period: 500–200 BCE. technique: cotton: plain weave patterned by fiber-wrapped warps and supplementary wefts. description: These two rare fragments of equal size and mounted side by side feature fanged heads connected by a fanged mouth band. Each band ascends as a column above a rectangular, disembodied eye that implies the original presence of large figures or heads beneath the bands. Fanged heads are common markers of the supernatural in Chavín art, an early style that developed in the highlands of Peru. The original textile may have served as a ceremonial wall hanging.",728,True,False,True,False,False,False,openclip_input_audit_v1
CMA:152334,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1985.193/1985.193_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Mantle Border Fragment with Oculate Being. object type: Embroidery. culture: Peru, South Coast, Paracas (Cavernas) style (700 BCE–1 CE). culture canonical: Paracas. period: 200 BCE–200 CE. technique: camelid fiber, embroidery over foundation cloth. description: This border fragment features a supernatural being apparently at the center of a religion that swept the south coast during the final stages of the Paracas culture. Known as the Oculate Being after its huge eyes, it is affiliated with fertility and violence—note the darts it holds in one hand. Both large and small versions of the being are embroidered on the fragment, which likely comes from the border of a large, rectangular, shawl-like garment known as a mantle.",737,True,False,True,False,False,False,openclip_input_audit_v1
CMA:152819,CMA,include_strict,True,True,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1985.7/1985.7_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Two Tapestry-woven Panel Fragments. object type: Tapestry. culture: Central Andes, North Coast, Chimú people. culture canonical: Chimu. period: 1000–1460s. technique: camelid fiber and cotton, tapestry weave. description: These two fragments, mounted side-by-side, come from the Chimú (<em>chee-</em><strong><em>moo</em></strong>) Empire of Peru’s north coast. Each features horizontal rows containing four frontal figures. The rows alternate with wider registers, each with an H shape that represents a litter seen from above. A form of transport reserved for only the most esteemed members of society, the litter would have been carried by human porters via poles at each corner. Scattered around each are small creatures, including birds, a fish (located beneath), and two insect-like creatures posed as if they were carrying the litter. The objects hovering above the litter have not been identified.",911,True,False,True,False,False,False,openclip_input_audit_v1
CMA:155505,CMA,exclude,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1990.225/1990.225_web.jpg,title | object_type | culture | period | technique,"title: Textile Fragment. object type: Textile. culture: Peru, North Coast, 9th-12th Century. period: 800–1100. technique: slit tapestry, cotton warp, camelid-fiber wefts",169,True,False,True,False,False,False,openclip_input_audit_v1
CMA:155934,CMA,include_strict,True,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1991.223/1991.223_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Tapestry Fragment. object type: Tapestry. culture: Peru, North Coast, Lambayeque (Sicán) people. culture canonical: Lambayeque_Sican. period: 700–1370s. technique: camelid fiber and cotton, tapestry weave. description: The prominent figure with an elaborate headdress duplicated on this brightly colored fragment is known today as a “Lord,” a term that reveals uncertainty about his identity but confidence in his prestige. Whether a king or a deity, he was crucially important to the north coast Lambayeque (lahm-buy-YEK-kay) (Sicán) people, who often portrayed him in a wide range of media. The geometric motif that repeats in the nine central squares is unidentified.",677,True,False,True,False,False,False,openclip_input_audit_v1
CMA:156237,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1992.103/1992.103_web.jpg,title | object_type | culture | period | technique | description,"title: Tapestry Panel. object type: Tapestry. culture: Peru, Central Coast, Chancay-Chimú style, 11th-15th century. period: 1000–1460s. technique: camelid fiber and cotton, tapestry weave. description: The design of this panel depends on the repetition of a single motif: a small, geometricized head set inside a stepped V, which seems to represent the stylized bodies and wings of two birds. This motif, woven in different color combinations, alternates between up and down to form a sophisticated interlocking pattern that has no proper top and bottom. The panel probably once belonged to a garment.",601,True,False,True,False,False,False,openclip_input_audit_v1
CMA:157111,CMA,include_strict,True,True,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1993.242/1993.242_web.jpg,title | object_type | culture | culture_canonical | period | technique,"title: Triple Cloth. object type: Textile. culture: Peru, Recuay. culture canonical: Recuay. period: 400 BCE–700 CE. technique: triple cloth: wool",146,True,False,True,False,False,False,openclip_input_audit_v1
CMA:157112,CMA,include_strict,True,True,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1993.243/1993.243_web.jpg,title | object_type | culture | culture_canonical | period | technique,"title: Double Cloth. object type: Textile. culture: Peru, Recuay. culture canonical: Recuay. period: 400 BCE–700 CE. technique: wool",132,True,False,True,False,False,False,openclip_input_audit_v1
CMA:160691,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1998.52/1998.52_web.jpg,title | object_type | culture | culture_canonical | period | technique,"title: Trapezoidal Bag. object type: Textile. culture: Peru, South Coast, Arica culture, or Chile, North Coast, 13th-15th century. culture canonical: Arica. period: 1200–1400. technique: alpaca wool",198,True,False,True,False,False,False,openclip_input_audit_v1
CMA:160692,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/1998.53/1998.53_web.jpg,title | object_type | culture | culture_canonical | period | technique,"title: Trapezoidal Bag. object type: Textile. culture: Peru, South Coast, Arica culture, or Chile, North Coast, 13th-15th century. culture canonical: Arica. period: 1200–1400. technique: alpaca wool",198,True,False,True,False,False,False,openclip_input_audit_v1
CMA:163622,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/2005.13/2005.13_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Textile Fragment with Three Frontal Deities and Interlace Pattern. object type: Textile. culture: Peru, South Coast, Paracas (700 BC -AD 1), Yauca Valley?. culture canonical: Paracas. period: 700–400 BCE. technique: camelid fiber; double-cloth with structural embroidery. description: This textile fragment and (2005.14), belong to a group that represents Andean weavers’ earliest known achievements in double cloth, a technique that allows the creation of identical designs on both faces of the cloth but in reversed colors. They also record the devotion to abstraction typical of the Paracas style. One features three repeats of a highly geometrical standing deity with a fanged mouth. The other includes several stylized deity heads and a blocky, frontally posed feline. The type of garment that these fragments come from remains <br>unknown.",852,True,False,True,False,False,False,openclip_input_audit_v1
CMA:163640,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/2005.14/2005.14_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Textile Fragment with Frontal Deity Heads, Felines, and Interlace Pattern. object type: Textile. culture: Peru, South Coast, Paracas, Yauca Valley(?). culture canonical: Paracas. period: 700–400 BCE. technique: camelid fiber; double-cloth with structural embroidery. description: This textile fragment and (2005.13), belong to a group that represents Andean weavers’ earliest known achievements in double cloth, a technique that allows the creation of identical designs on both faces of the cloth but in reversed colors. They also record the devotion to abstraction typical of the Paracas style. One features three repeats of a highly geometrical standing deity with a fanged mouth. The other includes several stylized deity heads and a blocky, frontally posed feline. The type of garment that these fragments come from remains <br>unknown.",847,True,False,True,False,False,False,openclip_input_audit_v1
CMA:163676,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/2005.15/2005.15_web.jpg,title | object_type | culture | culture_canonical | period | technique,"title: Textile Fragment with Interlace Pattern. object type: Textile. culture: Peru, South Coast, Paracas, Yauca Valley(?). culture canonical: Paracas. period: 700–400 BCE. technique: camelid fiber and cotton; brocaded plain-weave",230,True,False,True,False,False,False,openclip_input_audit_v1
CMA:163708,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/2005.16/2005.16_web.jpg,title | object_type | culture | period | technique | description,"title: Tunic with Profile Animals and Checkerboards. object type: Textile. culture: Peru, South Coast, Paracas or Nasca?. period: 410–540 CE (radiocarbon date, 93% probability). technique: cotton; dye-patterned plain weave. description: The imagery in the central field of this unique tunic—animals with long tails and three-toed feet—seems to have been created by painting a slurry-like material on the pale areas to protect them when the fabric was immersed in a bath that turned other areas light brown. Then the slurry was removed, revealing the pattern. The checkerboard areas at the sides, on the other hand, are woven with brown and cream-colored yarns. Specialists puzzle over the origins of the tunic, some attributing it to the Paracas (700 BCE–1 CE) and others to the Nasca (100 BCE–650 CE), who sprang from Paracas roots.",833,True,False,True,False,False,False,openclip_input_audit_v1
CMA:163724,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/2005.17/2005.17_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Tunic with Double-headed Serpents. object type: Textile. culture: Peru, South Coast, Ica Valley, Ocucaje site?, Paracas people (700 BCE-1 CE). culture canonical: Paracas. period: 400–200 BCE. technique: cotton; gauze. description: Gauze weave was used to pattern this tunic with interlocking, double-headed serpents that may <br>have had mythical or supernatural significance. By manipulating the density of the fabric to create the design, the weaver may have sidestepped a limitation of cotton, which did not readily take dyes.",536,True,False,True,False,False,False,openclip_input_audit_v1
CMA:163758,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/2005.18/2005.18_web.jpg,title | object_type | culture | culture_canonical | period | technique,"title: Panel from the End of a Sash. object type: Textile. culture: Peru, South Coast, Paracas, Carhua or Chucho?. culture canonical: Paracas. period: 700–1 BCE. technique: cotton; camelid fiber; tapestry and plain-weave",220,True,False,True,False,False,False,openclip_input_audit_v1
CMA:163781,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/2005.19/2005.19_web.jpg,title | object_type | culture | culture_canonical | period | technique,"title: Fragment of a Mantle with Oculate Being. object type: Textile. culture: Peru, South Coast, Paracas, Carhua?. culture canonical: Paracas. period: 200–1 BCE. technique: cotton; double-cloth",194,True,False,True,False,False,False,openclip_input_audit_v1
CMA:164419,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/2005.5/2005.5_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Peruvian Textiles: Mantle or Hanging, Loincloth, Turban, Padded Hat, Band with Tassels. object type: Textile. culture: Peru, North Coast, Chimú style, 1200-1460s. culture canonical: Chimu. period: 1405–1640. technique: cotton; plain weave, brocaded and complex alternating gauze with 3 or 5 shots of plain weave between gauze shots. description: Although these textiles are similar in appearance and technical features, it is not clear that they were found or used together. They are said to come from the region of Chan Chan, the capital of the Chimú Empire. To see the record for each, click “see all set records,” above.",630,True,False,True,False,False,False,openclip_input_audit_v1
CMA:164421,CMA,include_non_strict,False,False,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/2005.5.2/2005.5.2_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Loincloth. object type: Garment. culture: Peru, North Coast, Chimú style, 1200–1460s. culture canonical: Chimu. period: 1425–1500 (radiocarbon date, 92.3% probability). technique: cotton; plain weave, brocaded and complex alternating gauze with 5 shots of plain weave between gauze shots. description: Loincloths were basic men’s wear in ancient Peru. But the extraordinary size of some examples—this one is about eight feet long, unfolded—makes it difficult to know how they were worn, except that they were tied around the waist with the decorated panels hanging at the front and back of the body. The appearance may have been that of a billowing skirt.",662,True,False,True,False,False,False,openclip_input_audit_v1
CMA:164428,CMA,include_strict,True,True,,,,False,False,False,0,0,,,image_url,https://openaccess-cdn.clevelandart.org/2005.53/2005.53_web.jpg,title | object_type | culture | culture_canonical | period | technique | description,"title: Tunic Fragments with Bird-Headed Creature. object type: Textile. culture: Central Andes, Middle Horizon, Wari, 6th-11th century. culture canonical: Wari. period: 600–1000. technique: Camelid fiber, cotton; tapestry weave. description: The bird-headed creature in profile that repeats in each of this tunic's design fields gazes upward, holds a staff of authority in front of its body, and wears an ornate headdress behind which a three-feathered wing can be seen. The extremely high technical quality of such tunics suggests that the Wari reserved bird imagery for their most exalted rulers. Here, the original incorporated more than twice as much yarn as the routine--some 19 miles, all handmade and much dyed an inky, dark blue, the most prestigious of Wari colors.",774,True,False,True,False,False,False,openclip_input_audit_v1
