configuration,alpha,query_index,query_item_id,query_museum,matched_rank,reciprocal_rank,matched_score,top1_index,candidate_item_id,candidate_museum,top1_score,top1_is_match,query_title,query_culture_canonical,query_object_type,query_image_local_path,candidate_title,candidate_culture_canonical,candidate_object_type,candidate_image_local_path,self_match,same_museum,cross_museum,same_culture_canonical,same_object_type
text_fused_alpha_0.50,0.5,117,MET:307966,MET,112,0.00892857142857,0.347586303949,144,MET:308048,MET,0.411469399929,False,Fragmento textil,Nasca,Band fragment,data/images/met/MET_307966.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,118,MET:307967,MET,113,0.00884955752212,0.347586303949,144,MET:308048,MET,0.411469399929,False,Fragmento textil,Nasca,Band fragment,data/images/met/MET_307967.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,161,MET:308101,MET,115,0.00869565217391,0.344495922327,144,MET:308048,MET,0.390408098698,False,Manto textil,Paracas,Mantle fragment,data/images/met/MET_308101.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,True,False
text_fused_alpha_0.50,0.5,143,MET:308046,MET,116,0.00862068965517,0.351802825928,144,MET:308048,MET,0.40266007185,False,Fragmento textil,Paracas,Border Fragment,data/images/met/MET_308046.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,True,False
text_fused_alpha_0.50,0.5,197,MET:316915,MET,120,0.00833333333333,0.322809636593,144,MET:308048,MET,0.370641022921,False,Fragmento textil,,Sash fragment,data/images/met/MET_316915.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,148,MET:308058,MET,128,0.0078125,0.348290801048,144,MET:308048,MET,0.401869297028,False,Fragmento textil,Paracas,Border Fragment,data/images/met/MET_308058.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,True,False
text_fused_alpha_0.50,0.5,152,MET:308072,MET,130,0.00769230769231,0.340096771717,144,MET:308048,MET,0.389748930931,False,Manto textil,Paracas,Mantle fragment,data/images/met/MET_308072.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,True,False
text_fused_alpha_0.50,0.5,189,MET:315708,MET,131,0.00763358778626,0.316551119089,144,MET:308048,MET,0.368895411491,False,Fragmento textil,Inca,Textile fragment,data/images/met/MET_315708.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,False,True
text_fused_alpha_0.50,0.5,15,CMA:108026,CMA,133,0.00751879699248,0.305221557617,144,MET:308048,MET,0.35943710804,False,Fragment,Chancay,Textile,data/images/cma/CMA_108026.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,47,CMA:125095,CMA,133,0.00751879699248,0.298577427864,144,MET:308048,MET,0.362120628357,False,Mantle Corner Fragment,Wari,Textile,data/images/cma/CMA_125095.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,119,MET:307968,MET,137,0.00729927007299,0.341056913137,144,MET:308048,MET,0.411469399929,False,Fragmento textil,Nasca,Band fragment,data/images/met/MET_307968.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,89,MET:307677,MET,141,0.00709219858156,0.338897824287,144,MET:308048,MET,0.390408098698,False,Manto textil,Paracas,Mantle fragment,data/images/met/MET_307677.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,True,False
text_fused_alpha_0.50,0.5,154,MET:308077,MET,143,0.00699300699301,0.33752822876,144,MET:308048,MET,0.389748930931,False,Manto textil,Paracas,Mantle fragment,data/images/met/MET_308077.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,True,False
text_fused_alpha_0.50,0.5,193,MET:316894,MET,146,0.00684931506849,0.344171106815,144,MET:308048,MET,0.410556107759,False,Fragmento textil,,Sash fragment,data/images/met/MET_316894.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,137,MET:308036,MET,151,0.00662251655629,0.336826473475,144,MET:308048,MET,0.390408098698,False,Manto textil,Paracas,Mantle fragment,data/images/met/MET_308036.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,True,False
text_fused_alpha_0.50,0.5,104,MET:307940,MET,152,0.00657894736842,0.314812600613,144,MET:308048,MET,0.381007552147,False,Fragmento textil,Chancay,Textile fragment,data/images/met/MET_307940.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,False,True
text_fused_alpha_0.50,0.5,100,MET:307851,MET,173,0.00578034682081,0.326833724976,144,MET:308048,MET,0.389748930931,False,Manto textil,Paracas,Mantle fragment,data/images/met/MET_307851.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,True,False
text_fused_alpha_0.50,0.5,158,MET:308084,MET,173,0.00578034682081,0.32803440094,144,MET:308048,MET,0.39592936635,False,Fragmento textil,,Border Fragment,data/images/met/MET_308084.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,90,MET:307679,MET,180,0.00555555555556,0.325550973415,144,MET:308048,MET,0.390408098698,False,Manto textil,Paracas,Mantle fragment,data/images/met/MET_307679.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,True,False
text_fused_alpha_0.50,0.5,159,MET:308098,MET,181,0.00552486187845,0.324343860149,144,MET:308048,MET,0.389748930931,False,Manto textil,Paracas,Mantle fragment,data/images/met/MET_308098.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,True,False
text_fused_alpha_0.50,0.5,198,MET:316916,MET,186,0.00537634408602,0.302109599113,144,MET:308048,MET,0.370641022921,False,Fragmento textil,,Sash fragment,data/images/met/MET_316916.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,171,MET:309528,MET,189,0.00529100529101,0.316934466362,144,MET:308048,MET,0.385584533215,False,Objeto textil,Inca,Band,data/images/met/MET_309528.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,138,MET:308037,MET,196,0.00510204081633,0.313775151968,144,MET:308048,MET,0.402521252632,False,Fragmento textil,Paracas,Border Fragment,data/images/met/MET_308037.jpg,Fragmento textil,Paracas,Textile fragment,data/images/met/MET_308048.jpg,False,True,False,True,False
text_fused_alpha_0.50,0.5,83,CMA:165269,CMA,16,0.0625,0.351278334856,148,MET:308058,MET,0.372810781002,False,Textile Fragment,Moche,Textile,data/images/cma/CMA_165269.jpg,Fragmento textil,Paracas,Border Fragment,data/images/met/MET_308058.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,82,CMA:165268,CMA,44,0.0227272727273,0.331299304962,148,MET:308058,MET,0.372810781002,False,Textile Fragment,Moche,Textile,data/images/cma/CMA_165268.jpg,Fragmento textil,Paracas,Border Fragment,data/images/met/MET_308058.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,81,CMA:165267,CMA,83,0.0120481927711,0.310588896275,148,MET:308058,MET,0.372810781002,False,Textile Fragment,Moche,Textile,data/images/cma/CMA_165267.jpg,Fragmento textil,Paracas,Border Fragment,data/images/met/MET_308058.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,55,CMA:137312,CMA,10,0.1,0.335987746716,151,MET:308070,MET,0.353873819113,False,Embroidered Fragment,Paracas,Embroidery,data/images/cma/CMA_137312.jpg,Manto textil,Paracas,Mantle fragment,data/images/met/MET_308070.jpg,False,False,True,True,False
text_fused_alpha_0.50,0.5,206,MET:318460,MET,17,0.0588235294118,0.317522019148,151,MET:308070,MET,0.354979097843,False,Objeto textil,Paracas,Mask,data/images/met/MET_318460.jpg,Manto textil,Paracas,Mantle fragment,data/images/met/MET_308070.jpg,False,True,False,True,False
text_fused_alpha_0.50,0.5,27,CMA:119675,CMA,35,0.0285714285714,0.31865298748,151,MET:308070,MET,0.375593781471,False,Tunic,Paracas,Textile,data/images/cma/CMA_119675.jpg,Manto textil,Paracas,Mantle fragment,data/images/met/MET_308070.jpg,False,False,True,True,False
text_fused_alpha_0.50,0.5,41,CMA:119690,CMA,35,0.0285714285714,0.342066884041,151,MET:308070,MET,0.386967420578,False,Fragment of Embroidered Cloth,Paracas,Textile,data/images/cma/CMA_119690.jpg,Manto textil,Paracas,Mantle fragment,data/images/met/MET_308070.jpg,False,False,True,True,False
text_fused_alpha_0.50,0.5,77,CMA:164429,CMA,35,0.0285714285714,0.322394609451,151,MET:308070,MET,0.363258391619,False,Half of a Sleeved Tunic,Wari,Textile,data/images/cma/CMA_164429.jpg,Manto textil,Paracas,Mantle fragment,data/images/met/MET_308070.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,78,CMA:164430,CMA,39,0.025641025641,0.319784283638,151,MET:308070,MET,0.363258391619,False,Half of a Sleeved Tunic,Wari,Textile,data/images/cma/CMA_164430.jpg,Manto textil,Paracas,Mantle fragment,data/images/met/MET_308070.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,68,CMA:163640,CMA,49,0.0204081632653,0.333586990833,151,MET:308070,MET,0.380227267742,False,"Textile Fragment with Frontal Deity Heads, Felines, and Interlace Pattern",Paracas,Textile,data/images/cma/CMA_163640.jpg,Manto textil,Paracas,Mantle fragment,data/images/met/MET_308070.jpg,False,False,True,True,False
text_fused_alpha_0.50,0.5,61,CMA:155934,CMA,69,0.0144927536232,0.304416298866,151,MET:308070,MET,0.371030211449,False,Tapestry Fragment,Lambayeque_Sican,Tapestry,data/images/cma/CMA_155934.jpg,Manto textil,Paracas,Mantle fragment,data/images/met/MET_308070.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,76,CMA:164428,CMA,71,0.0140845070423,0.318898975849,151,MET:308070,MET,0.376858174801,False,Tunic Fragments with Bird-Headed Creature,Wari,Textile,data/images/cma/CMA_164428.jpg,Manto textil,Paracas,Mantle fragment,data/images/met/MET_308070.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,191,MET:315786,MET,2,0.5,0.345944464207,167,MET:308283,MET,0.372586131096,False,Objeto textil,Moche,tunica,data/images/met/MET_315786.jpg,Panel textil,Chancay,Textile fragment,data/images/met/MET_308283.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,212,MET:675980,MET,3,0.333333333333,0.336064070463,167,MET:308283,MET,0.350535035133,False,Túnica textil,Wari,tunica,data/images/met/MET_675980.jpg,Panel textil,Chancay,Textile fragment,data/images/met/MET_308283.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,165,MET:308120,MET,4,0.25,0.332231998444,167,MET:308283,MET,0.345702946186,False,Túnica textil,Inca,tunica,data/images/met/MET_308120.jpg,Panel textil,Chancay,Textile fragment,data/images/met/MET_308283.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,183,MET:313153,MET,20,0.05,0.316595494747,167,MET:308283,MET,0.338922411203,False,Túnica textil,Chimu,tunica,data/images/met/MET_313153.jpg,Panel textil,Chancay,Textile fragment,data/images/met/MET_308283.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,121,MET:307975,MET,33,0.030303030303,0.317260503769,167,MET:308283,MET,0.345325410366,False,Túnica textil,,tunica,data/images/met/MET_307975.jpg,Panel textil,Chancay,Textile fragment,data/images/met/MET_308283.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,203,MET:316939,MET,35,0.0285714285714,0.315368503332,167,MET:308283,MET,0.349331080914,False,Túnica textil,Inca,tunica,data/images/met/MET_316939.jpg,Panel textil,Chancay,Textile fragment,data/images/met/MET_308283.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,210,MET:320054,MET,36,0.0277777777778,0.313272297382,167,MET:308283,MET,0.341624617577,False,Objeto textil,,tunica,data/images/met/MET_320054.jpg,Panel textil,Chancay,Textile fragment,data/images/met/MET_308283.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,182,MET:313152,MET,61,0.016393442623,0.303377062082,167,MET:308283,MET,0.335453689098,False,Túnica textil,Inca,tunica,data/images/met/MET_313152.jpg,Panel textil,Chancay,Textile fragment,data/images/met/MET_308283.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,156,MET:308079,MET,84,0.0119047619048,0.295742154121,167,MET:308283,MET,0.343225121498,False,Panel textil,Inca,panel_textil,data/images/met/MET_308079.jpg,Panel textil,Chancay,Textile fragment,data/images/met/MET_308283.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,168,MET:308284,MET,109,0.00917431192661,0.351247519255,167,MET:308283,MET,0.401284813881,False,Panel textil,Nasca,Panel,data/images/met/MET_308284.jpg,Panel textil,Chancay,Textile fragment,data/images/met/MET_308283.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,122,MET:307991,MET,150,0.00666666666667,0.28976213932,167,MET:308283,MET,0.349901646376,False,Túnica textil,Wari,tunica,data/images/met/MET_307991.jpg,Panel textil,Chancay,Textile fragment,data/images/met/MET_308283.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,179,MET:312615,MET,159,0.0062893081761,0.293323338032,167,MET:308283,MET,0.35337895155,False,Túnica textil,Wari,tunica,data/images/met/MET_312615.jpg,Panel textil,Chancay,Textile fragment,data/images/met/MET_308283.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,194,MET:316906,MET,188,0.00531914893617,0.287176042795,167,MET:308283,MET,0.358996868134,False,Túnica textil,,tunica,data/images/met/MET_316906.jpg,Panel textil,Chancay,Textile fragment,data/images/met/MET_308283.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,169,MET:308285,MET,200,0.005,0.301557779312,167,MET:308283,MET,0.401284813881,False,Panel textil,Nasca,Panel,data/images/met/MET_308285.jpg,Panel textil,Chancay,Textile fragment,data/images/met/MET_308283.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,209,MET:319574,MET,9,0.111111111111,0.316176950932,170,MET:308290,MET,0.336818218231,False,Túnica textil,Inca,tunica,data/images/met/MET_319574.jpg,Fragmento textil,Chancay,Panel,data/images/met/MET_308290.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,64,CMA:157112,CMA,15,0.0666666666667,0.334660708904,170,MET:308290,MET,0.348055481911,False,Double Cloth,Recuay,Textile,data/images/cma/CMA_157112.jpg,Fragmento textil,Chancay,Panel,data/images/met/MET_308290.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,21,CMA:108044,CMA,30,0.0333333333333,0.324774742126,170,MET:308290,MET,0.351921856403,False,Textile Bag,Chancay,Textile,data/images/cma/CMA_108044.jpg,Fragmento textil,Chancay,Panel,data/images/met/MET_308290.jpg,False,False,True,True,False
text_fused_alpha_0.50,0.5,213,MET:751900,MET,30,0.0333333333333,0.30211853981,170,MET:308290,MET,0.33687004447,False,Túnica textil,Inca,tunica,data/images/met/MET_751900.jpg,Fragmento textil,Chancay,Panel,data/images/met/MET_308290.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,214,MET:833953,MET,54,0.0185185185185,0.307430505753,170,MET:308290,MET,0.338721990585,False,Túnica textil,Wari,tunica,data/images/met/MET_833953.jpg,Fragmento textil,Chancay,Panel,data/images/met/MET_308290.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,205,MET:317736,MET,100,0.01,0.284730374813,170,MET:308290,MET,0.337504953146,False,Objeto textil,Chuquibamba,vestimenta_textil,data/images/met/MET_317736.jpg,Fragmento textil,Chancay,Panel,data/images/met/MET_308290.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,208,MET:319524,MET,23,0.0434782608696,0.3125179708,181,MET:313121,MET,0.348269701004,False,Fragmento textil,Inca,vestimenta_textil,data/images/met/MET_319524.jpg,Panel textil,Chancay,Panel,data/images/met/MET_313121.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,4,CMA:104240,CMA,33,0.030303030303,0.332475721836,181,MET:313121,MET,0.374529331923,False,Border Strip,Chancay,Textile,data/images/cma/CMA_104240.jpg,Panel textil,Chancay,Panel,data/images/met/MET_313121.jpg,False,False,True,True,False
text_fused_alpha_0.50,0.5,211,MET:320804,MET,58,0.0172413793103,0.310642659664,181,MET:313121,MET,0.350596129894,False,Fragmento textil,,tapiz_textil,data/images/met/MET_320804.jpg,Panel textil,Chancay,Panel,data/images/met/MET_313121.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,84,CMA:166766,CMA,64,0.015625,0.306159466505,181,MET:313121,MET,0.350121676922,False,Loincloth with Feather(?) Motifs,,Textile,data/images/cma/CMA_166766.jpg,Panel textil,Chancay,Panel,data/images/met/MET_313121.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,157,MET:308083,MET,70,0.0142857142857,0.302790760994,181,MET:313121,MET,0.345189988613,False,Fragmento textil,Inca,tapiz_textil,data/images/met/MET_308083.jpg,Panel textil,Chancay,Panel,data/images/met/MET_313121.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,50,CMA:130555,CMA,18,0.0555555555556,0.327961593866,183,MET:313153,MET,0.356379747391,False,Large Cloth,,Textile,data/images/cma/CMA_130555.jpg,Túnica textil,Chimu,tunica,data/images/met/MET_313153.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,1,CMA:104234,CMA,41,0.0243902439024,0.326946526766,183,MET:313153,MET,0.354185819626,False,Fragment Composed of Two Fabrics Joined,Chancay,Textile,data/images/cma/CMA_104234.jpg,Túnica textil,Chimu,tunica,data/images/met/MET_313153.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,57,CMA:152258,CMA,45,0.0222222222222,0.3298201859,183,MET:313153,MET,0.367877304554,False,Two Textile Fragment with Fanged Heads,Chavin,Textile,data/images/cma/CMA_152258.jpg,Túnica textil,Chimu,tunica,data/images/met/MET_313153.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,173,MET:310511,MET,49,0.0204081632653,0.352808535099,183,MET:313153,MET,0.379627346992,False,Manto textil,Paracas,Mantle fragment,data/images/met/MET_310511.jpg,Túnica textil,Chimu,tunica,data/images/met/MET_313153.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,48,CMA:126684,CMA,77,0.012987012987,0.317355394363,183,MET:313153,MET,0.391090869904,False,Tunic with Profile Animal and Human Heads,Wari,Textile,data/images/cma/CMA_126684.jpg,Túnica textil,Chimu,tunica,data/images/met/MET_313153.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,28,CMA:119676,CMA,125,0.008,0.304332971573,183,MET:313153,MET,0.362533509731,False,Mantle,Paracas,Textile,data/images/cma/CMA_119676.jpg,Túnica textil,Chimu,tunica,data/images/met/MET_313153.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,59,CMA:152819,CMA,137,0.00729927007299,0.309553772211,183,MET:313153,MET,0.380081117153,False,Two Tapestry-woven Panel Fragments,Chimu,Tapestry,data/images/cma/CMA_152819.jpg,Túnica textil,Chimu,tunica,data/images/met/MET_313153.jpg,False,False,True,True,False
text_fused_alpha_0.50,0.5,25,CMA:119655,CMA,141,0.00709219858156,0.289047181606,183,MET:313153,MET,0.35267496109,False,Fragmentary Mantle,Inca,Textile,data/images/cma/CMA_119655.jpg,Túnica textil,Chimu,tunica,data/images/met/MET_313153.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,71,CMA:163724,CMA,2,0.5,0.359853297472,191,MET:315786,MET,0.365201324224,False,Tunic with Double-headed Serpents,Paracas,Textile,data/images/cma/CMA_163724.jpg,Objeto textil,Moche,tunica,data/images/met/MET_315786.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,51,CMA:134395,CMA,30,0.0333333333333,0.318971157074,191,MET:315786,MET,0.356262862682,False,Tunic,Wari,Textile,data/images/cma/CMA_134395.jpg,Objeto textil,Moche,tunica,data/images/met/MET_315786.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,52,CMA:134604,CMA,46,0.0217391304348,0.320841878653,191,MET:315786,MET,0.360459685326,False,Tunic,Inca,Textile,data/images/cma/CMA_134604.jpg,Objeto textil,Moche,tunica,data/images/met/MET_315786.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,37,CMA:119686,CMA,2,0.5,0.317496746778,206,MET:318460,MET,0.329782038927,False,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119686.jpg,Objeto textil,Paracas,Mask,data/images/met/MET_318460.jpg,False,False,True,True,False
text_fused_alpha_0.50,0.5,30,CMA:119678,CMA,9,0.111111111111,0.303727895021,206,MET:318460,MET,0.333177804947,False,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119678.jpg,Objeto textil,Paracas,Mask,data/images/met/MET_318460.jpg,False,False,True,True,False
text_fused_alpha_0.50,0.5,35,CMA:119684,CMA,11,0.0909090909091,0.30635869503,206,MET:318460,MET,0.344043672085,False,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119684.jpg,Objeto textil,Paracas,Mask,data/images/met/MET_318460.jpg,False,False,True,True,False
text_fused_alpha_0.50,0.5,31,CMA:119679,CMA,26,0.0384615384615,0.294397294521,206,MET:318460,MET,0.344828277826,False,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119679.jpg,Objeto textil,Paracas,Mask,data/images/met/MET_318460.jpg,False,False,True,True,False
text_fused_alpha_0.50,0.5,36,CMA:119685,CMA,49,0.0204081632653,0.288855224848,206,MET:318460,MET,0.329782038927,False,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119685.jpg,Objeto textil,Paracas,Mask,data/images/met/MET_318460.jpg,False,False,True,True,False
text_fused_alpha_0.50,0.5,33,CMA:119682,CMA,94,0.0106382978723,0.268604338169,206,MET:318460,MET,0.332828313112,False,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119682.jpg,Objeto textil,Paracas,Mask,data/images/met/MET_318460.jpg,False,False,True,True,False
text_fused_alpha_0.50,0.5,29,CMA:119677,CMA,99,0.010101010101,0.27838665247,206,MET:318460,MET,0.337305486202,False,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119677.jpg,Objeto textil,Paracas,Mask,data/images/met/MET_318460.jpg,False,False,True,True,False
text_fused_alpha_0.50,0.5,40,CMA:119689,CMA,110,0.00909090909091,0.27149489522,206,MET:318460,MET,0.329782038927,False,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119689.jpg,Objeto textil,Paracas,Mask,data/images/met/MET_318460.jpg,False,False,True,True,False
text_fused_alpha_0.50,0.5,32,CMA:119680,CMA,113,0.00884955752212,0.262858271599,206,MET:318460,MET,0.344043672085,False,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119680.jpg,Objeto textil,Paracas,Mask,data/images/met/MET_318460.jpg,False,False,True,True,False
text_fused_alpha_0.50,0.5,38,CMA:119687,CMA,137,0.00729927007299,0.257089555264,206,MET:318460,MET,0.344043672085,False,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119687.jpg,Objeto textil,Paracas,Mask,data/images/met/MET_318460.jpg,False,False,True,True,False
text_fused_alpha_0.50,0.5,34,CMA:119683,CMA,141,0.00709219858156,0.261996626854,206,MET:318460,MET,0.329782038927,False,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119683.jpg,Objeto textil,Paracas,Mask,data/images/met/MET_318460.jpg,False,False,True,True,False
text_fused_alpha_0.50,0.5,39,CMA:119688,CMA,174,0.00574712643678,0.244352132082,206,MET:318460,MET,0.344043672085,False,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119688.jpg,Objeto textil,Paracas,Mask,data/images/met/MET_318460.jpg,False,False,True,True,False
text_fused_alpha_0.50,0.5,45,CMA:124740,CMA,2,0.5,0.357303917408,210,MET:320054,MET,0.369238853455,False,Tunic,Paracas,Textile,data/images/cma/CMA_124740.jpg,Objeto textil,,tunica,data/images/met/MET_320054.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,20,CMA:108043,CMA,3,0.333333333333,0.367074728012,210,MET:320054,MET,0.373763948679,False,Tunic (Shirt) with Tapestry-woven Yoke,,Textile,data/images/cma/CMA_108043.jpg,Objeto textil,,tunica,data/images/met/MET_320054.jpg,False,False,True,False,False
text_fused_alpha_0.50,0.5,186,MET:314528,MET,7,0.142857142857,0.341288119555,210,MET:320054,MET,0.359980523586,False,Túnica textil,Inca,Tunic,data/images/met/MET_314528.jpg,Objeto textil,,tunica,data/images/met/MET_320054.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,185,MET:314363,MET,61,0.016393442623,0.32903200388,210,MET:320054,MET,0.366017580032,False,Túnica textil,Nasca,Tunic,data/images/met/MET_314363.jpg,Objeto textil,,tunica,data/images/met/MET_320054.jpg,False,True,False,False,False
text_fused_alpha_0.50,0.5,184,MET:313324,MET,151,0.00662251655629,0.291722774506,210,MET:320054,MET,0.356717854738,False,Túnica textil,Inca,Tunic,data/images/met/MET_313324.jpg,Objeto textil,,tunica,data/images/met/MET_320054.jpg,False,True,False,False,False
text_metadata,,10,CMA:104246,CMA,20,0.05,0.334772527218,5,CMA:104241,CMA,0.373199462891,False,Three Fragments of a Border,Chancay,Textile,data/images/cma/CMA_104246.jpg,Four Border Strips,Chancay,Textile,data/images/cma/CMA_104241.jpg,False,True,False,True,True
text_metadata,,4,CMA:104240,CMA,47,0.0212765957447,0.317675322294,5,CMA:104241,CMA,0.360675275326,False,Border Strip,Chancay,Textile,data/images/cma/CMA_104240.jpg,Four Border Strips,Chancay,Textile,data/images/cma/CMA_104241.jpg,False,True,False,True,True
text_metadata,,11,CMA:104247,CMA,55,0.0181818181818,0.321580410004,5,CMA:104241,CMA,0.373199462891,False,Three Fragments of a Border,Chancay,Textile,data/images/cma/CMA_104247.jpg,Four Border Strips,Chancay,Textile,data/images/cma/CMA_104241.jpg,False,True,False,True,True
text_metadata,,12,CMA:104248,CMA,90,0.0111111111111,0.309696018696,5,CMA:104241,CMA,0.373199373484,False,Three Fragments of a Border,Chancay,Textile,data/images/cma/CMA_104248.jpg,Four Border Strips,Chancay,Textile,data/images/cma/CMA_104241.jpg,False,True,False,True,True
text_metadata,,13,CMA:104249,CMA,103,0.00970873786408,0.305982112885,5,CMA:104241,CMA,0.373199373484,False,Three Fragments of a Border,Chancay,Textile,data/images/cma/CMA_104249.jpg,Four Border Strips,Chancay,Textile,data/images/cma/CMA_104241.jpg,False,True,False,True,True
text_metadata,,187,MET:315690,MET,7,0.142857142857,0.333388864994,40,CMA:119689,CMA,0.345031857491,False,Bolsa textil,Inca,bolso_textil,data/images/met/MET_315690.jpg,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119689.jpg,False,False,True,False,False
text_metadata,,96,MET:307842,MET,8,0.125,0.336355596781,40,CMA:119689,CMA,0.353601396084,False,Bolsa textil,,bolso_textil,data/images/met/MET_307842.jpg,"Mummy Bundle ""Mask""",Paracas,Textile,data/images/cma/CMA_119689.jpg,False,False,True,False,False
