configuration,alpha,query_index,item_id,museum,matched_rank,reciprocal_rank,matched_score,top1_index,top1_item_id,top1_museum,top1_score,top1_is_match
text_visual,,150,MET:308068,MET,44,0.0227272727273,0.339120566845,144,MET:308048,MET,0.3634121418,False
text_visual,,151,MET:308070,MET,108,0.00925925925926,0.324536979198,144,MET:308048,MET,0.3634121418,False
text_visual,,152,MET:308072,MET,185,0.00540540540541,0.298386782408,144,MET:308048,MET,0.3634121418,False
text_visual,,153,MET:308076,MET,89,0.0112359550562,0.327757686377,144,MET:308048,MET,0.3634121418,False
text_visual,,154,MET:308077,MET,143,0.00699300699301,0.314478039742,144,MET:308048,MET,0.3634121418,False
text_visual,,155,MET:308078,MET,49,0.0204081632653,0.31172144413,144,MET:308048,MET,0.356847435236,False
text_visual,,156,MET:308079,MET,68,0.0147058823529,0.250367462635,2,CMA:104236,CMA,0.290299117565,False
text_visual,,157,MET:308083,MET,60,0.0166666666667,0.258937567472,181,MET:313121,MET,0.324242591858,False
text_visual,,158,MET:308084,MET,105,0.00952380952381,0.316320121288,5,CMA:104241,CMA,0.360512316227,False
text_visual,,159,MET:308098,MET,190,0.00526315789474,0.293953359127,144,MET:308048,MET,0.3634121418,False
text_visual,,160,MET:308100,MET,47,0.0212765957447,0.316323459148,144,MET:308048,MET,0.355447202921,False
text_visual,,161,MET:308101,MET,167,0.0059880239521,0.307070970535,144,MET:308048,MET,0.3634121418,False
text_visual,,162,MET:308105,MET,119,0.00840336134454,0.32146987319,144,MET:308048,MET,0.3634121418,False
text_visual,,163,MET:308106,MET,97,0.0103092783505,0.305017709732,144,MET:308048,MET,0.355447202921,False
text_visual,,164,MET:308113,MET,132,0.00757575757576,0.294175803661,144,MET:308048,MET,0.355447202921,False
text_visual,,165,MET:308120,MET,5,0.2,0.30146664381,170,MET:308290,MET,0.314842581749,False
text_visual,,166,MET:308282,MET,58,0.0172413793103,0.311744332314,144,MET:308048,MET,0.354520022869,False
text_visual,,167,MET:308283,MET,20,0.05,0.30526059866,82,CMA:165268,CMA,0.343488454819,False
text_visual,,168,MET:308284,MET,172,0.00581395348837,0.291481673717,59,CMA:152819,CMA,0.360620081425,False
text_visual,,169,MET:308285,MET,191,0.00523560209424,0.278110206127,59,CMA:152819,CMA,0.360620081425,False
