field,met_source_key,met_source_label,met_count,cma_source_key,cma_source_label,cma_count,token_jaccard,substring_match,common_tokens,candidate_score
period,5th–3rd century bce,5th–3rd century BCE,2,200–1 bce,200–1 BCE,6,0.2,False,bce,0.2
period,5th–3rd century bce,5th–3rd century BCE,2,700–1 bce,700–1 BCE,1,0.2,False,bce,0.2
period,5th–4th century bce,5th–4th century BCE,2,16th century,16th century,1,0.2,False,century,0.2
period,5th–4th century bce,5th–4th century BCE,2,200–1 bce,200–1 BCE,6,0.2,False,bce,0.2
period,5th–4th century bce,5th–4th century BCE,2,700–1 bce,700–1 BCE,1,0.2,False,bce,0.2
period,650-850 ce,650-850 CE,1,200 bce–1 ce,200 BCE–1 CE,2,0.2,False,ce,0.2
period,650-850 ce,650-850 CE,1,200 bce–200 ce,200 BCE–200 CE,1,0.2,False,ce,0.2
period,650-850 ce,650-850 CE,1,c. 650–100 bce,c. 650–100 BCE,1,0.2,False,650,0.2
period,6th–5th century bce,6th–5th century BCE,1,16th century,16th century,1,0.2,False,century,0.2
period,6th–5th century bce,6th–5th century BCE,1,200–1 bce,200–1 BCE,6,0.2,False,bce,0.2
period,6th–5th century bce,6th–5th century BCE,1,700–1 bce,700–1 BCE,1,0.2,False,bce,0.2
period,800–850 ce,800–850 CE,1,200 bce–1 ce,200 BCE–1 CE,2,0.2,False,ce,0.2
period,800–850 ce,800–850 CE,1,200 bce–200 ce,200 BCE–200 CE,1,0.2,False,ce,0.2
period,1st century bce–2nd century ce,1st century BCE–2nd century CE,1,"170 bce–70 ce (radiocarbon date, 95% probability)","170 BCE–70 CE (radiocarbon date, 95% probability)",2,0.18181818181818182,False,bce | ce,0.18181818181818182
period,3rd century bce–1st century ce,3rd century BCE–1st century CE,1,"170 bce–70 ce (radiocarbon date, 95% probability)","170 BCE–70 CE (radiocarbon date, 95% probability)",2,0.18181818181818182,False,bce | ce,0.18181818181818182
period,3rd–2nd century bce,3rd–2nd century BCE,9,200 bce–1 ce,200 BCE–1 CE,2,0.16666666666666666,False,bce,0.16666666666666666
period,3rd–2nd century bce,3rd–2nd century BCE,9,200 bce–200 ce,200 BCE–200 CE,1,0.16666666666666666,False,bce,0.16666666666666666
period,4th–2nd century bce,4th–2nd century BCE,1,200 bce–1 ce,200 BCE–1 CE,2,0.16666666666666666,False,bce,0.16666666666666666
period,4th–2nd century bce,4th–2nd century BCE,1,200 bce–200 ce,200 BCE–200 CE,1,0.16666666666666666,False,bce,0.16666666666666666
period,4th–3rd century bce,4th–3rd century BCE,2,200 bce–1 ce,200 BCE–1 CE,2,0.16666666666666666,False,bce,0.16666666666666666
